--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""time"":473.1924000000954,""reactionTime"":1},{""time"":473.79629999971394,""reactionTime"":1},{""time"":474.40269999980933,""reactionTime"":1},{""time"":474.60419999980934,""reactionTime"":2.0159999999999627},{""time"":475.21040000009543,""reactionTime"":0.20199999999999818},{""time"":475.81519999980935,""reactionTime"":1},{""time"":476.4190999999047,""reactionTime"":1},{""time"":477.0231999998093,""reactionTime"":1},{""time"":477.6300999999047,""reactionTime"":1},{""time"":478.2409000000954,""reactionTime"":1},{""time"":478.8525000000001,""reactionTime"":1},{""time"":479.4846999998093,""reactionTime"":1},{""time"":480.2061999998093,""reactionTime"":1},{""time"":480.85850000000005,""reactionTime"":1},{""time"":481.49700000000007,""reactionTime"":1},{""time"":482.139299999714,""reactionTime"":1},{""time"":482.7454000000954,""reactionTime"":1}]","[2.0159999999999627,0.20199999999999818]","[1,1,1,1,1,1,1,1.5079999999999814,1.5079999999999814,2.0159999999999627,0.20199999999999818,0.20199999999999818,0.20199999999999818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,99.88734508759998,99.88734508759998,99.88734508759998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.2011,0.05,-0.5,3,6.659156339,FALSE,50,0,3,3,3,1,3,"You reached the planet,  you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[16.19749999999999],[0.0003000001908048944],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[4.619000000000028],[null],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,1,"[""return""]",[8.59269999980927],[null],0,0,0,0,1,3,How do you control your spaceship to reach each planet?,1. Press the 'z' and 'p' keys as fast as I can - energy waste does not matter.,2. Only press the 'z' key – that's how you move the spaceship.  ,3. Use the 'z' and 'p' keys to carefully fill the fuel tank close to the true threshold.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,2,2,"[""return""]",[9.23780000019076],[0.0001999998091832822],0,1,1,2,1,2,"Throughout the game, what will change that you need to pay attention to?",1. Only the number of rubies on each planet.,2. Both the fuel needed to reach a planet and the number of rubies you can find there.,3. Only how much fuel it takes to reach each planet. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,3,"[""return""]",[3.1700000000000728],[null],0,2,2,3,1,1,"Throughout the game, does it make sense to always indicate the maximum amount of fuel?","1. No, I should adjust the fuel indication to match the true threshold. Maxing out could drain my energy before the game ends.","2. Yes, indicating the maximum is always advantageous.",3. It does not matter how much fuel I indicate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,2,4,"[""return""]",[3.3715999999046744],[null],0,3,3,1,1,2,"If a planet has a huge pile of rubies, that means…",1. It will need a lot of fuel to reach it.,2. The number of rubies has nothing to do with how much fuel it takes to get there.,3. It will likely be easy and quick to travel there. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[5.866799999713862],[null],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"You reached the planet, you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,0,2,0,,,"[""return""]",[23.292800000190823],[0],45,100,0,,,"[{""time"":699.7360000000001,""reactionTime"":1},{""time"":700.3451999998093,""reactionTime"":1},{""time"":700.9546999998093,""reactionTime"":1},{""time"":701.5702999997139,""reactionTime"":1},{""time"":702.182,""reactionTime"":1},{""time"":702.795799999714,""reactionTime"":1},{""time"":703.2025000000001,""reactionTime"":4.1459000000953665},{""time"":703.6091999998093,""reactionTime"":0.2034999999999627},{""time"":704.0194000000954,""reactionTime"":0.20499999999992724},{""time"":705.035799999714,""reactionTime"":1},{""time"":705.2446999998093,""reactionTime"":0.8194999999999482},{""time"":705.8525000000001,""reactionTime"":0.20299999999997453},{""time"":706.2594000000954,""reactionTime"":0.20330000019066574},{""time"":706.6735000000001,""reactionTime"":0.20400000000006457},{""time"":707.2824000000954,""reactionTime"":0.20280000019067757},{""time"":707.6900999999046,""reactionTime"":0.2045999999045307},{""time"":708.2995000000001,""reactionTime"":1},{""time"":708.9135000000001,""reactionTime"":1}]","[4.1459000000953665,0.2034999999999627,0.20499999999992724,0.8194999999999482,0.20299999999997453,0.20330000019066574,0.20400000000006457,0.20280000019067757,0.2045999999045307]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5729500000476833,4.1459000000953665,2.1747000000476646,0.2034999999999627,0.20424999999994498,0.20499999999992724,0.20499999999992724,1,0.9097499999999741,0.9097499999999741,0.8194999999999482,0.20299999999997453,0.20299999999997453,0.20315000009532014,0.20330000019066574,0.20365000009536516,0.20400000000006457,0.20400000000006457,0.20280000019067757,0.20280000019067757,0.20370000004760414,0.2045999999045307,0.2045999999045307,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,11.35934550031753,11.35934550031753,22.71869100063506,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0]",1,0.2055,0.05,-0.5,0,38.26598563,0.2028,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"You reached the planet, you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,4,0,,,,,,100,100,0,,,"[{""time"":714.0689000000955,""reactionTime"":1},{""time"":714.6764000000954,""reactionTime"":1},{""time"":715.2880000000001,""reactionTime"":1},{""time"":715.694799999714,""reactionTime"":0.20329999971386314},{""time"":716.307,""reactionTime"":0.4080999999046071},{""time"":717.1291999998093,""reactionTime"":1},{""time"":717.7431999998093,""reactionTime"":1},{""time"":718.3576999998094,""reactionTime"":1},{""time"":718.764799999714,""reactionTime"":2.254399999618613},{""time"":719.7815999999048,""reactionTime"":0.6100000000000136},{""time"":720.8039000000954,""reactionTime"":0.6112000002860896},{""time"":722.0290000000001,""reactionTime"":1},{""time"":722.6435,""reactionTime"":1},{""time"":723.0520999999047,""reactionTime"":1.6363000001907722},{""time"":723.8671999998094,""reactionTime"":1},{""time"":724.479,""reactionTime"":1},{""time"":724.6825000000001,""reactionTime"":1.425900000095453}]","[0.20329999971386314,0.4080999999046071,2.254399999618613,0.6100000000000136,0.6112000002860896,1.6363000001907722,1.425900000095453]","[1,1,1,1,1,1,1,1,0.6016499998569316,0.20329999971386314,0.20329999971386314,0.4080999999046071,0.4080999999046071,0.4080999999046071,1,1,1,1,1,1,1,1,1.6271999998093065,2.254399999618613,2.254399999618613,0.6100000000000136,0.6100000000000136,0.6100000000000136,0.6112000002860896,0.6112000002860896,0.6112000002860896,1,1,1,1,1,1.318150000095386,1.6363000001907722,1.6363000001907722,1,1,1,1,1.2129500000477265,1.2129500000477265,1.425900000095453]","[0,0,0,49.96864027074102,99.93728054148204,99.93728054148204,74.2473658099556,74.2473658099556,74.2473658099556,0,0,0,0,0,0,0,0,0,0,0,48.92122429669696,48.92122429669696,48.92122429669696,48.77069741682203,48.77069741682203,48.77069741682203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.2028,0.05,-0.5,0,18.6746601,0.2033,FALSE,0,1,1,1,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,4,0,,,"[""return""]",[14.211500000000001],[0.00009999990470532794],50,60,0,,,"[{""time"":766.422799999714,""reactionTime"":1},{""time"":767.0351999998094,""reactionTime"":1},{""time"":767.6450999999047,""reactionTime"":1},{""time"":768.2631999998093,""reactionTime"":1},{""time"":768.872799999714,""reactionTime"":1},{""time"":769.484,""reactionTime"":1},{""time"":769.8915999999047,""reactionTime"":0.20440000009534742},{""time"":770.501799999714,""reactionTime"":0.2039999999999509},{""time"":771.7239000000955,""reactionTime"":0.609900000095422},{""time"":772.3391999998094,""reactionTime"":1},{""time"":772.9505999999047,""reactionTime"":0.20469999980934972},{""time"":773.5630000000001,""reactionTime"":0.4092000002860914},{""time"":774.7990000000001,""reactionTime"":1},{""time"":775.4086999998093,""reactionTime"":1},{""time"":775.8436999998094,""reactionTime"":1.6655999999046571},{""time"":776.3981999998093,""reactionTime"":0.29549999999994725},{""time"":776.9239000000954,""reactionTime"":0.28320000028600134},{""time"":777.511299999714,""reactionTime"":1},{""time"":778.0375,""reactionTime"":1},{""time"":778.541,""reactionTime"":1},{""time"":779.4050999999047,""reactionTime"":0.2463000001906721}]","[0.20440000009534742,0.2039999999999509,0.609900000095422,0.20469999980934972,0.4092000002860914,1.6655999999046571,0.29549999999994725,0.28320000028600134,0.2463000001906721]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6022000000476737,0.20440000009534742,0.20440000009534742,0.2039999999999509,0.2039999999999509,0.2039999999999509,0.609900000095422,0.609900000095422,0.609900000095422,1,1,1,0.20469999980934972,0.20469999980934972,0.20469999980934972,0.4092000002860914,0.4092000002860914,0.4092000002860914,1,1,1,1,1,1.3327999999523286,1.6655999999046571,0.29549999999994725,0.29549999999994725,0.28320000028600134,0.28320000028600134,1,1,1,1,1,1,0.2463000001906721,0.2463000001906721,0.2463000001906721]","[0,0,0,0,0,0,0,0,0,0,0,0,49.8996487766525,99.799297553305,99.799297553305,99.84947317993473,99.84947317993473,99.84947317993473,48.93376818839484,48.93376818839484,48.93376818839484,0,0,0,99.76166587818281,99.76166587818281,99.76166587818281,74.10938282177855,74.10938282177855,74.10938282177855,0,0,0,0,0,0,0,88.37180132570973,88.37180132570973,89.91470144072325,89.91470144072325,0,0,0,0,0,0,94.54340190536891,94.54340190536891,94.54340190536891]",1,0.2028,0.05,-0.5,0,37.15328651,0.204,FALSE,0,2,2,2,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,4,0,,,,,,65,65,0,,,"[{""time"":784.780299999714,""reactionTime"":1},{""time"":785.387299999714,""reactionTime"":1},{""time"":786.0115000000001,""reactionTime"":1},{""time"":786.6269000000955,""reactionTime"":1},{""time"":787.4430999999047,""reactionTime"":0.20359999990466804},{""time"":788.4659000000954,""reactionTime"":0.6161000003814934},{""time"":789.2877999997139,""reactionTime"":0.412899999618503},{""time"":789.9019000000955,""reactionTime"":1},{""time"":790.9199000000955,""reactionTime"":0.6116000003814861},{""time"":791.944299999714,""reactionTime"":0.6181999998092351},{""time"":792.7609000000955,""reactionTime"":0.2044000000954611},{""time"":793.5756999998093,""reactionTime"":0.4054999999999609},{""time"":794.1876999998093,""reactionTime"":0.20359999990455435},{""time"":795.0015999999047,""reactionTime"":0.40709999990463075},{""time"":795.6116999998094,""reactionTime"":0.20279999971398865},{""time"":796.4275999999047,""reactionTime"":0.40830000019070667},{""time"":797.241799999714,""reactionTime"":0.4065999999046426}]","[0.20359999990466804,0.6161000003814934,0.412899999618503,0.6116000003814861,0.6181999998092351,0.2044000000954611,0.4054999999999609,0.20359999990455435,0.40709999990463075,0.20279999971398865,0.40830000019070667,0.4065999999046426]","[1,1,1,1,1,1,1,1,1,1,1,1,0.20359999990466804,0.20359999990466804,0.20359999990466804,0.6161000003814934,0.6161000003814934,0.6161000003814934,0.412899999618503,0.412899999618503,0.412899999618503,1,1,1,0.6116000003814861,0.6116000003814861,0.6116000003814861,0.6181999998092351,0.6181999998092351,0.6181999998092351,0.2044000000954611,0.2044000000954611,0.2044000000954611,0.4054999999999609,0.4054999999999609,0.4054999999999609,0.20359999990455435,0.20359999990455435,0.20359999990455435,0.40709999990463075,0.40709999990463075,0.40709999990463075,0.20279999971398865,0.20279999971398865,0.20279999971398865,0.40830000019070667,0.40830000019070667,0.40830000019070667,0.4065999999046426]","[0,0,0,0,0,0,0,99.8996488065502,99.8996488065502,99.8996488065502,48.15604612522948,48.15604612522948,48.15604612522948,73.64525846988485,73.64525846988485,73.64525846988485,0,0,0,48.720521790192294,48.720521790192294,48.720521790192294,47.892624220030775,47.892624220030775,47.892624220030775,99.79929755329073,99.79929755329073,99.79929755329073,74.57350729330582,74.57350729330582,74.57350729330582,99.89964880656446,99.89964880656446,99.89964880656446,74.37280484661082,74.37280484661082,74.37280484661082,100,100,100,74.22227796673589,74.22227796673589,74.22227796673589,74.43552436493844]",1,0.2028,0.05,-0.5,0,59.04500982,0.2028,TRUE,0,3,3,3,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,5,0,,,"[""return""]",[10.276900000095338],[0.0001999998091832822],55,80,0,,,"[{""time"":834.2322999997139,""reactionTime"":1},{""time"":834.8414000000955,""reactionTime"":1},{""time"":835.4506999998093,""reactionTime"":1},{""time"":835.8572999997139,""reactionTime"":0.20329999971386314},{""time"":836.2645999999047,""reactionTime"":0.2038000001907676},{""time"":837.0769000000955,""reactionTime"":0.40600000000017644},{""time"":837.484299999714,""reactionTime"":0.20299999999997453},{""time"":838.2957999997141,""reactionTime"":0.4052999997140887},{""time"":838.9065999999048,""reactionTime"":1},{""time"":839.520799999714,""reactionTime"":1},{""time"":840.1386999998094,""reactionTime"":0.4071999998093361},{""time"":840.5462999997139,""reactionTime"":0.20389999961844296},{""time"":841.2185000000002,""reactionTime"":0.2652000002863133},{""time"":842.1010999999046,""reactionTime"":0.21019999980921966},{""time"":842.9804000000954,""reactionTime"":0.44130000019072213},{""time"":843.5895,""reactionTime"":0.20299999999997453},{""time"":844.4174000000955,""reactionTime"":0.2175000000002001},{""time"":845.3335999999047,""reactionTime"":0.20809999990456163}]","[0.20329999971386314,0.2038000001907676,0.40600000000017644,0.20299999999997453,0.4052999997140887,0.4071999998093361,0.20389999961844296,0.2652000002863133,0.21019999980921966,0.44130000019072213,0.20299999999997453,0.2175000000002001,0.20809999990456163]","[1,1,1,1,1,1,1,1,0.6016499998569316,0.20329999971386314,0.20354999995231537,0.2038000001907676,0.2038000001907676,0.40600000000017644,0.40600000000017644,0.3045000000000755,0.20299999999997453,0.20299999999997453,0.4052999997140887,0.4052999997140887,0.4052999997140887,1,1,1,1,1,1,0.4071999998093361,0.4071999998093361,0.3055499997138895,0.20389999961844296,0.20389999961844296,0.2652000002863133,0.2652000002863133,0.2652000002863133,0.21019999980921966,0.21019999980921966,0.21019999980921966,0.44130000019072213,0.44130000019072213,0.44130000019072213,0.20299999999997453,0.20299999999997453,0.20299999999997453,0.2175000000002001,0.2175000000002001,0.2175000000002001,0.20809999990456163,0.20809999990456163,0.20809999990456163]","[0,0,0,49.96864024086207,99.93728048172414,99.90592069266712,99.8745609036101,99.8745609036101,74.51078773039566,74.51078773039566,87.24284994360262,99.97491215680957,99.97491215680957,74.59859509189047,74.59859509189047,74.59859509189047,0,0,0,0,0,0,74.36026091043466,74.36026091043466,87.11113899108915,99.86201707174365,99.86201707174365,92.17260404541679,92.17260404541679,92.17260404541679,99.07175111733866,99.07175111733866,99.07175111733866,70.08278971510703,70.08278971510703,70.08278971510703,99.97491215680957,99.97491215680957,99.97491215680957,98.15604612632495,98.15604612632495,98.15604612632495,99.33517308220378,99.33517308220378,99.33517308220378]",1,0.2028,0.05,-0.5,1,71.58903382,0.203,TRUE,0,4,4,4,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,600319e3a3b1a337cab57a3e,66d895541319693e0a3a3141,66db1c8051ac695591593517,2024-09-06_11h19.10.675,RewardEffortLearning_pilot7b,2023.1.3,Win32,7.486711088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,0,5,0,,,,,,45,45,0,,,"[{""time"":850.5995,""reactionTime"":1},{""time"":851.207299999714,""reactionTime"":1},{""time"":851.816,""reactionTime"":1},{""time"":852.4275,""reactionTime"":1},{""time"":853.2429000000955,""reactionTime"":0.6119000000953747},{""time"":853.8534000000955,""reactionTime"":0.40710000038143335},{""time"":854.463,""reactionTime"":0.2030999999044525},{""time"":855.0730999999048,""reactionTime"":0.20409999990465622},{""time"":855.8885,""reactionTime"":0.20409999990465622},{""time"":856.7022999997139,""reactionTime"":0.40709999990463075},{""time"":857.3115999999047,""reactionTime"":0.2031999998093852},{""time"":857.9251999998094,""reactionTime"":0.20409999990465622},{""time"":858.5349000000954,""reactionTime"":0.2039999999999509},{""time"":858.9434000000954,""reactionTime"":0.20440000009534742},{""time"":859.5649000000953,""reactionTime"":0.2043000001906421},{""time"":860.1825999999046,""reactionTime"":0.2096999998091178},{""time"":860.5890999999046,""reactionTime"":0.2038000001907676},{""time"":861.2012999997139,""reactionTime"":0.40739999961851936},{""time"":861.6076999998093,""reactionTime"":0.20319999980915782},{""time"":862.0160000000001,""reactionTime"":0.20409999990465622},{""time"":862.6264000000954,""reactionTime"":0.2032000002859604}]","[0.6119000000953747,0.40710000038143335,0.2030999999044525,0.20409999990465622,0.20409999990465622,0.40709999990463075,0.2031999998093852,0.20409999990465622,0.2039999999999509,0.20440000009534742,0.2043000001906421,0.2096999998091178,0.2038000001907676,0.40739999961851936,0.20319999980915782,0.20409999990465622,0.2032000002859604]","[1,1,1,1,1,1,1,1,1,1,1,1,0.6119000000953747,0.6119000000953747,0.6119000000953747,0.40710000038143335,0.40710000038143335,0.40710000038143335,0.2030999999044525,0.2030999999044525,0.2030999999044525,0.20409999990465622,0.20409999990465622,0.20409999990465622,0.20409999990465622,0.20409999990465622,0.20409999990465622,0.40709999990463075,0.40709999990463075,0.40709999990463075,0.2031999998093852,0.2031999998093852,0.2031999998093852,0.20409999990465622,0.20409999990465622,0.20409999990465622,0.2039999999999509,0.2039999999999509,0.20420000004764916,0.20440000009534742,0.20440000009534742,0.2043000001906421,0.2043000001906421,0.2043000001906421,0.2096999998091178,0.2096999998091178,0.2067499999999427,0.2038000001907676,0.2038000001907676,0.40739999961851936,0.40739999961851936,0.3052999997138386,0.20319999980915782,0.20364999985690702,0.20409999990465622,0.20409999990465622,0.2032000002859604,0.2032000002859604]","[0,0,0,0,0,0,0,48.68289008597425,48.68289008597425,48.68289008597425,74.37280474232966,74.37280474232966,74.37280474232966,99.96236826513343,99.96236826513343,99.96236826513343,99.8369292285247,99.8369292285247,99.8369292285247,99.8369292285247,99.8369292285247,99.8369292285247,74.37280480213931,74.37280480213931,74.37280480213931,99.94982437340028,99.94982437340028,99.94982437340028,99.8369292285247,99.8369292285247,99.8369292285247,99.84947312022933,99.84947312022933,99.82438530692947,99.79929749362961,99.79929749362961,99.81184138533425,99.81184138533425,99.81184138533425,99.13447063564304,99.13447063564304,99.50451576962658,99.8745609036101,99.8745609036101,74.33517312705389,74.33517312705389,87.14249875024134,99.9498243734288,99.89337680097674,99.8369292285247,99.8369292285247,99.94982431361915,99.94982431361915]",1,0.2028,0.05,-0.5,1,79.65781175,0.2031,TRUE,0,5,5,5,1,,,,,,,,,,,,,,,,,,,
