--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,instructionquiz_rep.thisRepN,instructionquiz_rep.thisTrialN,instructionquiz_rep.thisN,instructionquiz_rep.thisIndex,instructionquiz_rep.ran,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,end_break.rt,end_break.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,return,9.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,"[""return""]",[11.010999999999996],[null],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,,,,2,2,-0.36,7.171,13,TRUE,"[[0.018000000000000682,0.13800000000000523,0.11899999999999977,0.09900000000001796,0.06999999999999318,0.05299999999999727,0.05000000000001137,0.06499999999999773,0.08499999999997954,0.056000000000011596,0.09199999999998454,0.07200000000000273,0.04099999999999682]]",[0.018000000000000682],0.018,"[0.018000000000000682,0.13800000000000523,0.11899999999999977,0.09900000000001796,0.06999999999999318,0.05299999999999727,0.05000000000001137,0.06499999999999773,0.08499999999997954,0.056000000000011596,0.09199999999998454,0.07200000000000273,0.04099999999999682]",0,0,0,0,1,25,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,,,,2,4,-0.22,6.943,26,TRUE,"[[1.241999999999976,0.04800000000000182,0.19299999999998363,0.18500000000000227,0.160000000000025,0.16700000000003,0.12899999999996226,0.10300000000000864,0.09400000000005093,0.08400000000000318,0.047000000000025466,0.06900000000001683,0.051000000000044565,0.02600000000001046,0.022999999999967713,0.018999999999948614,0.18799999999998818,0.11700000000001864,0.09000000000003183,0.05099999999998772,0.021000000000015007,0.18599999999997863,0.08899999999999864,0.07200000000000273,0.021000000000015007,0.028999999999996362]]","[0.018000000000000682,0.018999999999948614]",0.018,"[1.241999999999976,0.04800000000000182,0.19299999999998363,0.18500000000000227,0.160000000000025,0.16700000000003,0.12899999999996226,0.10300000000000864,0.09400000000005093,0.08400000000000318,0.047000000000025466,0.06900000000001683,0.051000000000044565,0.02600000000001046,0.022999999999967713,0.018999999999948614,0.18799999999998818,0.11700000000001864,0.09000000000003183,0.05099999999998772,0.021000000000015007,0.18599999999997863,0.08899999999999864,0.07200000000000273,0.021000000000015007,0.028999999999996362]",0,1,1,1,1,50,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,,,,,4,0.05,10.011,42,FALSE,"[[1.4440000000000168,0.16100000000000136,0.1490000000000009,0.1490000000000009,0.08400000000000318,0.03200000000003911,0.05099999999998772,0.036000000000001364,0.051000000000044565,0.03100000000000591,0.03500000000002501,0.024999999999977263,0.07300000000003593,0.03000000000002956,0.02400000000000091,0.028999999999996362,0.17400000000003502,0.14400000000000546,0.15099999999995362,0.10000000000002274,0.1490000000000009,0.12999999999999545,0.10400000000004184,0.09800000000001319,0.06100000000003547,0.029999999999972715,0.6910000000000309,0.07100000000002638,0.04399999999998272,0.14400000000000546,0.14999999999997726,0.1470000000000482,0.12899999999996226,0.10599999999999454,0.07400000000001228,0.07200000000000273,0.04599999999999227,0.045000000000015916,0.1419999999999959,0.08800000000002228,0.03300000000001546,0.02600000000001046]]","[0.018000000000000682,0.018999999999948614,0.02400000000000091]",0.018,"[1.4440000000000168,0.16100000000000136,0.1490000000000009,0.1490000000000009,0.08400000000000318,0.03200000000003911,0.05099999999998772,0.036000000000001364,0.051000000000044565,0.03100000000000591,0.03500000000002501,0.024999999999977263,0.07300000000003593,0.03000000000002956,0.02400000000000091,0.028999999999996362,0.17400000000003502,0.14400000000000546,0.15099999999995362,0.10000000000002274,0.1490000000000009,0.12999999999999545,0.10400000000004184,0.09800000000001319,0.06100000000003547,0.029999999999972715,0.6910000000000309,0.07100000000002638,0.04399999999998272,0.14400000000000546,0.14999999999997726,0.1470000000000482,0.12899999999996226,0.10599999999999454,0.07400000000001228,0.07200000000000273,0.04599999999999227,0.045000000000015916,0.1419999999999959,0.08800000000002228,0.03300000000001546,0.02600000000001046]",0,2,2,2,1,100,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66a8029007c122fe8086afcb,66d895541319693e0a3a3141,66db1c8f32641f2af068274d,2024-09-06_11h17.22.698,RewardEffortLearning_pilot7b,2023.1.3,Win32,60.31363088,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[5.560999999999979],[null],"[{""time"":322.01599999999996,""reactionTime"":1},{""time"":324.371,""reactionTime"":1},{""time"":324.88,""reactionTime"":1},{""time"":325.387,""reactionTime"":1},{""time"":325.889,""reactionTime"":1},{""time"":326.41999999999996,""reactionTime"":1},{""time"":326.933,""reactionTime"":1},{""time"":327.449,""reactionTime"":1},{""time"":327.959,""reactionTime"":1},{""time"":328.47999999999996,""reactionTime"":1},{""time"":328.98699999999997,""reactionTime"":1},{""time"":329.48699999999997,""reactionTime"":1},{""time"":329.996,""reactionTime"":1},{""time"":330.49899999999997,""reactionTime"":1},{""time"":331.015,""reactionTime"":1},{""time"":331.526,""reactionTime"":1},{""time"":332.043,""reactionTime"":1},{""time"":332.563,""reactionTime"":1},{""time"":333.079,""reactionTime"":1},{""time"":333.584,""reactionTime"":1},{""time"":334.096,""reactionTime"":1},{""time"":334.614,""reactionTime"":1},{""time"":335.125,""reactionTime"":1},{""time"":335.62899999999996,""reactionTime"":0.053999999999973625},{""time"":336.03499999999997,""reactionTime"":0.21299999999996544},{""time"":336.24899999999997,""reactionTime"":0.18500000000000227},{""time"":336.609,""reactionTime"":0.14100000000001955},{""time"":336.856,""reactionTime"":0.1360000000000241},{""time"":336.983,""reactionTime"":0.06600000000003092},{""time"":337.346,""reactionTime"":0.19600000000002638},{""time"":337.58,""reactionTime"":0.18400000000002592},{""time"":337.788,""reactionTime"":0.18100000000004002},{""time"":337.97999999999996,""reactionTime"":0.1209999999999809},{""time"":338.198,""reactionTime"":0.09199999999998454},{""time"":338.41999999999996,""reactionTime"":0.028999999999996362},{""time"":338.80699999999996,""reactionTime"":0.16899999999998272},{""time"":339.022,""reactionTime"":0.12299999999999045},{""time"":339.649,""reactionTime"":1},{""time"":339.913,""reactionTime"":0.7760000000000105},{""time"":340.33099999999996,""reactionTime"":0.117999999999995},{""time"":340.543,""reactionTime"":0.11600000000004229},{""time"":340.788,""reactionTime"":0.1230000000000473},{""time"":341.006,""reactionTime"":0.09399999999999409},{""time"":342.02299999999997,""reactionTime"":1},{""time"":342.53,""reactionTime"":1},{""time"":342.604,""reactionTime"":1.11099999999999},{""time"":343.036,""reactionTime"":0.1400000000000432},{""time"":343.29499999999996,""reactionTime"":0.14599999999995816},{""time"":343.899,""reactionTime"":1},{""time"":344.412,""reactionTime"":1.0190000000000055},{""time"":344.93899999999996,""reactionTime"":0.2179999999999609},{""time"":345.12399999999997,""reactionTime"":0.15899999999999181},{""time"":345.316,""reactionTime"":0.1419999999999959},{""time"":345.54699999999997,""reactionTime"":0.15699999999998226}]","[0.053999999999973625,0.21299999999996544,0.18500000000000227,0.14100000000001955,0.1360000000000241,0.06600000000003092,0.19600000000002638,0.18400000000002592,0.18100000000004002,0.1209999999999809,0.09199999999998454,0.028999999999996362,0.16899999999998272,0.12299999999999045,0.7760000000000105,0.117999999999995,0.11600000000004229,0.1230000000000473,0.09399999999999409,1.11099999999999,0.1400000000000432,0.14599999999995816,1.0190000000000055,0.2179999999999609,0.15899999999999181,0.1419999999999959,0.15699999999998226]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.053999999999973625,0.13349999999996953,0.13349999999996953,0.13349999999996953,0.13349999999996953,0.21299999999996544,0.21299999999996544,0.21299999999996544,0.21299999999996544,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.19899999999998386,0.18500000000000227,0.18500000000000227,0.16300000000001091,0.16300000000001091,0.16300000000001091,0.16300000000001091,0.16300000000001091,0.16300000000001091,0.14100000000001955,0.14100000000001955,0.14100000000001955,0.14100000000001955,0.13850000000002183,0.13850000000002183,0.13850000000002183,0.13850000000002183,0.13850000000002183,0.1143333333333582,0.1143333333333582,0.1143333333333582,0.1143333333333582,0.1143333333333582,0.1143333333333582,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.10100000000002751,0.1326666666666938,0.13100000000002865,0.13100000000002865,0.13100000000002865,0.13100000000002865,0.13100000000002865,0.19600000000002638,0.19600000000002638,0.19000000000002615,0.19000000000002615,0.19000000000002615,0.19000000000002615,0.19000000000002615,0.19000000000002615,0.19000000000002615,0.19000000000002615,0.18700000000003078,0.18700000000003078,0.18700000000003078,0.18250000000003297,0.18250000000003297,0.18250000000003297,0.18250000000003297,0.18250000000003297,0.1620000000000156,0.1620000000000156,0.1620000000000156,0.1620000000000156,0.1620000000000156,0.15100000000001046,0.15100000000001046,0.15100000000001046,0.15100000000001046,0.13133333333333516,0.13133333333333516,0.13133333333333516,0.13133333333333516,0.10649999999998272,0.10649999999998272,0.10649999999998272,0.10649999999998272,0.10649999999998272,0.08066666666665394,0.08066666666665394,0.08066666666665394,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.06049999999999045,0.028999999999996362,0.028999999999996362,0.028999999999996362,0.028999999999996362,0.09899999999998954,0.09899999999998954,0.09899999999998954,0.09899999999998954,0.09899999999998954,0.16899999999998272,0.16899999999998272,0.16899999999998272,0.16899999999998272,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.14599999999998658,0.12299999999999045,0.12299999999999045,0.12299999999999045,0.12299999999999045,0.12299999999999045,0.12299999999999045,0.12299999999999045,0.12299999999999045,0.12299999999999045,1,1,1,1,1,1,1,1,1,1,1,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.8880000000000052,0.7760000000000105,0.7760000000000105,0.7760000000000105,0.7760000000000105,0.7760000000000105,0.7760000000000105,0.7760000000000105,0.44700000000000273,0.44700000000000273,0.44700000000000273,0.44700000000000273,0.117999999999995,0.117999999999995,0.117999999999995,0.117999999999995,0.117999999999995,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.11700000000001864,0.1190000000000282,0.1190000000000282,0.1190000000000282,0.11950000000004479,0.11950000000004479,0.11950000000004479,0.11950000000004479,0.11950000000004479,0.11950000000004479,0.1110000000000279,0.1110000000000279,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.10850000000002069,0.09399999999999409,0.09399999999999409,0.09399999999999409,0.09399999999999409,0.09399999999999409,0.09399999999999409,0.09399999999999409,0.09399999999999409,0.09399999999999409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,1.055499999999995,0.6255000000000166,0.6255000000000166,0.6255000000000166,0.6255000000000166,0.1400000000000432,0.1400000000000432,0.1400000000000432,0.1400000000000432,0.1400000000000432,0.1400000000000432,0.1400000000000432,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14300000000000068,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,0.14599999999995816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,1.0190000000000055,0.2179999999999609,0.2179999999999609,0.2179999999999609,0.2179999999999609,0.2179999999999609,0.2179999999999609,0.2179999999999609,0.2179999999999609,0.18849999999997635,0.18849999999997635,0.18849999999997635,0.18849999999997635,0.18849999999997635,0.18849999999997635,0.18849999999997635,0.18849999999997635,0.17299999999998286,0.17299999999998286,0.17299999999998286,0.17299999999998286,0.17299999999998286,0.17299999999998286,0.15049999999999386,0.15049999999999386,0.15049999999999386,0.15049999999999386,0.15266666666665665,0.15266666666665665,0.15266666666665665]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,96.33401221996202,88.23828920570581,88.23828920570581,88.23828920570581,88.23828920570581,80.1425661914496,80.1425661914496,80.1425661914496,80.1425661914496,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,81.56822810590802,82.99389002036642,82.99389002036642,85.234215885946,85.234215885946,85.234215885946,85.234215885946,85.234215885946,85.234215885946,87.47454175152556,87.47454175152556,87.47454175152556,87.47454175152556,87.72912423625039,87.72912423625039,87.72912423625039,87.72912423625039,87.72912423625039,90.1900882552589,90.1900882552589,90.1900882552589,90.1900882552589,90.1900882552589,90.1900882552589,91.54786150712557,91.54786150712557,91.54786150712557,91.54786150712557,91.54786150712557,91.54786150712557,91.54786150712557,91.54786150712557,91.54786150712557,88.32315003394163,88.49287169042485,88.49287169042485,88.49287169042485,88.49287169042485,88.49287169042485,81.87372708757374,81.87372708757374,82.48472505091388,82.48472505091388,82.48472505091388,82.48472505091388,82.48472505091388,82.48472505091388,82.48472505091388,82.48472505091388,82.79022403258348,82.79022403258348,82.79022403258348,83.24847250508836,83.24847250508836,83.24847250508836,83.24847250508836,83.24847250508836,85.33604887983553,85.33604887983553,85.33604887983553,85.33604887983553,85.33604887983553,86.45621181262628,86.45621181262628,86.45621181262628,86.45621181262628,88.4589273591309,88.4589273591309,88.4589273591309,88.4589273591309,90.98778004073502,90.98778004073502,90.98778004073502,90.98778004073502,90.98778004073502,93.61846571622675,93.61846571622675,93.61846571622675,95.67209775967518,95.67209775967518,95.67209775967518,95.67209775967518,95.67209775967518,95.67209775967518,95.67209775967518,95.67209775967518,95.67209775967518,98.87983706721022,98.87983706721022,98.87983706721022,98.87983706721022,91.75152749490948,91.75152749490948,91.75152749490948,91.75152749490948,91.75152749490948,84.62321792260875,84.62321792260875,84.62321792260875,84.62321792260875,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,86.96537678207882,89.3075356415489,89.3075356415489,89.3075356415489,89.3075356415489,89.3075356415489,89.3075356415489,89.3075356415489,89.3075356415489,89.3075356415489,0,0,0,0,0,0,0,0,0,0,0,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,11.405295315681752,22.810590631363514,22.810590631363514,22.810590631363514,22.810590631363514,22.810590631363514,22.810590631363514,22.810590631363514,56.31364562118102,56.31364562118102,56.31364562118102,56.31364562118102,89.81670061099854,89.81670061099854,89.81670061099854,89.81670061099854,89.81670061099854,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.91853360488615,89.71486761710513,89.71486761710513,89.71486761710513,89.66395112015843,89.66395112015843,89.66395112015843,89.66395112015843,89.66395112015843,89.66395112015843,90.52953156822532,90.52953156822532,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,90.78411405295111,92.26069246435912,92.26069246435912,92.26069246435912,92.26069246435912,92.26069246435912,92.26069246435912,92.26069246435912,92.26069246435912,92.26069246435912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.136456211810966,38.136456211810966,38.136456211810966,38.136456211810966,87.57637474541318,87.57637474541318,87.57637474541318,87.57637474541318,87.57637474541318,87.57637474541318,87.57637474541318,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,87.27087576374744,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,86.96537678208172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.63340122199996,79.63340122199996,79.63340122199996,79.63340122199996,79.63340122199996,79.63340122199996,79.63340122199996,79.63340122199996,82.637474541754,82.637474541754,82.637474541754,82.637474541754,82.637474541754,82.637474541754,82.637474541754,82.637474541754,84.21588594704865,84.21588594704865,84.21588594704865,84.21588594704865,84.21588594704865,84.21588594704865,86.50712830957299,86.50712830957299,86.50712830957299,86.50712830957299,86.286490156145,86.286490156145,86.286490156145]",1,0.018,0.05,-0.5,0,27.59501838,FALSE,75,0,0,0,0,1,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
