--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate
Please be patient as the study loads,55bd8669fdf99b5bfc7d4cfc,66d895541319693e0a3a3141,66db1c7a53c73b4eae271a94,2024-09-06_11h25.07.641,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.88023952
