--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""time"":448.96140000009535,""reactionTime"":1},{""time"":449.5655,""reactionTime"":1},{""time"":450.15640000009535,""reactionTime"":1},{""time"":450.34790000009536,""reactionTime"":1.9762000000476974},{""time"":450.96,""reactionTime"":0.4138999998569375},{""time"":451.763,""reactionTime"":0.4111999998092415},{""time"":452.356,""reactionTime"":0.20009999990463712},{""time"":453.3727000000477,""reactionTime"":1},{""time"":453.5738000001907,""reactionTime"":0.8223000001907508},{""time"":454.15390000009535,""reactionTime"":1},{""time"":455.17160000014303,""reactionTime"":1},{""time"":455.3929000000954,""reactionTime"":0.8395999999046353},{""time"":456.47430000019074,""reactionTime"":1},{""time"":457.1187000000477,""reactionTime"":1},{""time"":457.74649999999997,""reactionTime"":1.921599999904629}]","[1.9762000000476974,0.4138999998569375,0.4111999998092415,0.20009999990463712,0.8223000001907508,0.8395999999046353,1.921599999904629]","[1,1,1,1,1,1,1,1.4881000000238487,1.4881000000238487,1.9762000000476974,0.4138999998569375,0.4138999998569375,0.4138999998569375,0.4111999998092415,0.4111999998092415,0.4111999998092415,0.20009999990463712,0.20009999990463712,0.20009999990463712,1,0.9111500000953754,0.9111500000953754,0.8223000001907508,1,1,1,1,0.9197999999523176,0.9197999999523176,0.8395999999046353,1,1,1,1,1,1,1.921599999904629,1.921599999904629,1.921599999904629]","[0,0,0,0,0,0,0,72.46538083303764,72.46538083303764,72.46538083303764,72.79920873212953,72.79920873212953,72.79920873212953,98.89960436974661,98.89960436974661,98.89960436974661,0,10.985410473523938,10.985410473523938,21.970820947047876,0,0,0,0,9.91592483338396,9.91592483338396,19.83184966676793,0,0,0,0,0,0,0,0,0]",1,0.1912,0.05,-0.5,3,22.66938675,FALSE,50,0,3,3,3,1,3,"You reached the planet,  you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[22.091000000000008],[0.00020000004769826774],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[1.141200000047661],[null],1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,2,1,"[""return""]",[6.905700000047659],[0.00020000004769826774],0,0,0,2,1,2,"Throughout the game, what will change that you need to pay attention to?",1. Only the number of rubies on each planet.,2. Both the fuel needed to reach a planet and the number of rubies you can find there.,3. Only how much fuel it takes to reach each planet. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3,2,"[""return""]",[3.1257000000476864],[null],0,1,1,0,1,3,How do you control your spaceship to reach each planet?,1. Press the 'z' and 'p' keys as fast as I can - energy waste does not matter.,2. Only press the 'z' key – that's how you move the spaceship.  ,3. Use the 'z' and 'p' keys to carefully fill the fuel tank close to the true threshold.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,2,3,"[""return""]",[12.59160000014299],[0.00019999980929696903],0,2,2,1,1,2,"If a planet has a huge pile of rubies, that means…",1. It will need a lot of fuel to reach it.,2. The number of rubies has nothing to do with how much fuel it takes to get there.,3. It will likely be easy and quick to travel there. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,4,"[""return""]",[1.104299999952218],[null],0,3,3,3,1,1,"Throughout the game, does it make sense to always indicate the maximum amount of fuel?","1. No, I should adjust the fuel indication to match the true threshold. Maxing out could drain my energy before the game ends.","2. Yes, indicating the maximum is always advantageous.",3. It does not matter how much fuel I indicate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[4.6438000001907085],[0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"You reached the planet, you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,2,0,,,"[""return""]",[12.023400000095307],[null],25,95,0,,,"[{""time"":592.7554000000954,""reactionTime"":1},{""time"":593.399100000143,""reactionTime"":1},{""time"":593.9718000001907,""reactionTime"":1},{""time"":594.5493000001907,""reactionTime"":0.19470000004764643},{""time"":595.5519000000953,""reactionTime"":0.40970000004767826},{""time"":596.1437000000477,""reactionTime"":1},{""time"":596.9209999999999,""reactionTime"":1},{""time"":597.111,""reactionTime"":0.7763999998569489},{""time"":598.0674000000954,""reactionTime"":1},{""time"":598.6624000000953,""reactionTime"":1},{""time"":599.2393000001907,""reactionTime"":1},{""time"":599.633100000143,""reactionTime"":2.136799999952359},{""time"":600.0359000000954,""reactionTime"":0.1905999999046344},{""time"":600.6334000000953,""reactionTime"":1},{""time"":601.4359000000953,""reactionTime"":1},{""time"":601.6247000000477,""reactionTime"":0.7905000000000655},{""time"":602.1991000001431,""reactionTime"":0.1924000000954038},{""time"":603.1795,""reactionTime"":1},{""time"":603.7518000001908,""reactionTime"":1},{""time"":604.331100000143,""reactionTime"":1.7350000000000136}]","[0.19470000004764643,0.40970000004767826,0.7763999998569489,2.136799999952359,0.1905999999046344,0.7905000000000655,0.1924000000954038,1.7350000000000136]","[1,1,1,1,1,1,1,1,1,0.19470000004764643,0.19470000004764643,0.19470000004764643,0.40970000004767826,0.40970000004767826,0.40970000004767826,1,1,1,1,0.8881999999284744,0.8881999999284744,0.7763999998569489,1,1,1,1,1,1,1,1,1.5683999999761795,2.136799999952359,1.1636999999284967,0.1905999999046344,0.1905999999046344,1,1,1,1,0.8952500000000327,0.8952500000000327,0.7905000000000655,0.1924000000954038,0.1924000000954038,0.1924000000954038,1,1,1,1,1,1,1.7350000000000136,1.7350000000000136]","[0,0,0,0,99.85120892155658,99.85120892155658,99.85120892155658,73.19280842558238,73.19280842558238,73.19280842558238,0,0,0,0,13.862368266773172,13.862368266773172,27.724736533546334,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,12.98822070675354,12.98822070675354,25.97644141350708,100,100,100,0,0,0,0,0,0,0,0]",1,0.1935,0.05,-0.5,0,23.46946683,0.1906,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"You reached the planet, you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,4,0,,,,,,85,85,0,,,"[{""time"":609.4158000001908,""reactionTime"":1},{""time"":609.9779000000954,""reactionTime"":1},{""time"":610.5917000000477,""reactionTime"":1},{""time"":611.3867000000477,""reactionTime"":1},{""time"":611.9658000001907,""reactionTime"":1},{""time"":612.5382000000477,""reactionTime"":1.7438999998570353},{""time"":613.1125,""reactionTime"":0.19200000000000728},{""time"":613.8969999999999,""reactionTime"":1},{""time"":614.513,""reactionTime"":1.2096999998093452},{""time"":615.494100000143,""reactionTime"":0.41020000004766644},{""time"":616.066100000143,""reactionTime"":1},{""time"":616.6705,""reactionTime"":0.192899999856877},{""time"":617.4544999999999,""reactionTime"":1},{""time"":617.8358000001907,""reactionTime"":0.96550000000002},{""time"":618.4078000001907,""reactionTime"":1},{""time"":618.9784000000953,""reactionTime"":0.19040000009533742},{""time"":619.9555,""reactionTime"":1},{""time"":620.5546000001431,""reactionTime"":1},{""time"":620.9483000001907,""reactionTime"":1.5819000000952883}]","[1.7438999998570353,0.19200000000000728,1.2096999998093452,0.41020000004766644,0.192899999856877,0.96550000000002,0.19040000009533742,1.5819000000952883]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.7438999998570353,1.7438999998570353,1.7438999998570353,0.19200000000000728,0.19200000000000728,0.19200000000000728,1,1,1,1.2096999998093452,1.2096999998093452,1.2096999998093452,0.41020000004766644,0.41020000004766644,0.41020000004766644,1,1,1,0.192899999856877,0.192899999856877,0.192899999856877,1,1,0.98275000000001,0.96550000000002,0.96550000000002,1,1,1,0.19040000009533742,0.19040000009533742,0.19040000009533742,1,1,1,1,1,1.2909500000476442]","[0,0,0,0,0,0,0,0,0,0,0,0,99.82703235789376,99.82703235789376,99.82703235789376,0,0,0,0,0,0,72.86879168307905,72.86879168307905,72.86879168307905,0,0,0,99.71583889894099,99.71583889894099,99.71583889894099,0,0,2.131208302193921,4.26241660438783,4.26241660438783,0,0,0,100,100,100,0,0,0,0,0,0]",1,0.1906,0.05,-0.5,0,23.9976815,0.1904,FALSE,0,1,1,1,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,4,0,,,"[""return""]",[6.220899999856897],[null],50,25,0,,,"[{""time"":645.8443000001907,""reactionTime"":1},{""time"":646.4358000001907,""reactionTime"":1},{""time"":647,""reactionTime"":0.19100000000003092},{""time"":647.3745,""reactionTime"":0.18639999985691702},{""time"":648.3376000001431,""reactionTime"":0.5651000001430475},{""time"":649.432,""reactionTime"":1},{""time"":650.091600000143,""reactionTime"":1},{""time"":650.2975,""reactionTime"":1.5576999998093015},{""time"":650.9824000000954,""reactionTime"":1},{""time"":652.0322000000476,""reactionTime"":1},{""time"":652.4472000000477,""reactionTime"":1.03579999995236},{""time"":653.7054000000953,""reactionTime"":1},{""time"":653.955,""reactionTime"":0.8636999998093415},{""time"":654.5959000000954,""reactionTime"":1},{""time"":655.6995,""reactionTime"":1},{""time"":656.3359000000953,""reactionTime"":1},{""time"":656.571100000143,""reactionTime"":1.5642000000476628}]","[0.19100000000003092,0.18639999985691702,0.5651000001430475,1.5576999998093015,1.03579999995236,0.8636999998093415,1.5642000000476628]","[1,1,1,1,1,1,0.19100000000003092,0.19100000000003092,0.18869999992847397,0.18639999985691702,0.18639999985691702,0.5651000001430475,0.5651000001430475,0.5651000001430475,1,1,1,1,1.2788499999046508,1.2788499999046508,1.5576999998093015,1,1,1,1,1,1.01789999997618,1.03579999995236,1.03579999995236,1,0.9318499999046708,0.9318499999046708,0.8636999998093415,1,1,1,1,1,1,1,1.2821000000238314,1.2821000000238314]","[99.92588933982655,99.92588933982655,100,100,100,53.71788536415091,53.71788536415091,53.71788536415091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.417737166916318,8.417737166916318,16.835474333832636,0,0,0,0,0,0,0,0,0]",1,0.1904,0.05,-0.5,0,19.29656621,0.1864,FALSE,0,2,2,2,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,4,0,,,,,,80,80,0,,,"[{""time"":661.6487000000477,""reactionTime"":1},{""time"":662.282600000143,""reactionTime"":1},{""time"":663.1116000001431,""reactionTime"":1},{""time"":663.685,""reactionTime"":1},{""time"":663.8865,""reactionTime"":1.4163999998569352},{""time"":664.2725,""reactionTime"":0.19629999995231628},{""time"":664.873,""reactionTime"":1},{""time"":665.4514000000953,""reactionTime"":0.38990000009528103},{""time"":666.0563000001907,""reactionTime"":0.2029000000953829},{""time"":666.4469000000954,""reactionTime"":0.1987000000477792},{""time"":667.4142000000477,""reactionTime"":0.5865000000000009},{""time"":667.9904000000954,""reactionTime"":1},{""time"":668.7628000001907,""reactionTime"":0.5832000000476683},{""time"":669.3493000001907,""reactionTime"":1},{""time"":669.9125,""reactionTime"":1},{""time"":670.2952000000477,""reactionTime"":0.19189999985690065},{""time"":670.8823000001908,""reactionTime"":1},{""time"":671.263100000143,""reactionTime"":0.1889000000953729},{""time"":672.0546000001431,""reactionTime"":1},{""time"":672.248100000143,""reactionTime"":0.7967000000477356}]","[1.4163999998569352,0.19629999995231628,0.38990000009528103,0.2029000000953829,0.1987000000477792,0.5865000000000009,0.5832000000476683,0.19189999985690065,0.1889000000953729,0.7967000000477356]","[1,1,1,1,1,1,1,1,1,1,1.2081999999284676,1.2081999999284676,0.8063499999046257,0.19629999995231628,0.19629999995231628,1,1,1,0.38990000009528103,0.38990000009528103,0.38990000009528103,0.2029000000953829,0.2029000000953829,0.20080000007158105,0.1987000000477792,0.1987000000477792,0.5865000000000009,0.5865000000000009,0.5865000000000009,1,1,1,0.5832000000476683,0.5832000000476683,0.5832000000476683,1,1,1,1,1,0.5959499999284503,0.19189999985690065,0.19189999985690065,1,1,0.5944500000476864,0.1889000000953729,0.1889000000953729,1,0.8983500000238678,0.8983500000238678,0.7967000000477356]","[0,0,0,0,0,0,0,23.801622426415705,98.78318582919638,98.78318582919638,0,0,0,74.98770892298725,74.98770892298725,74.98770892298725,97.97197637222664,97.97197637222664,98.23008846950202,98.48820056677741,98.48820056677741,50.82350048270394,50.82350048270394,50.82350048270394,0,0,0,51.2291051965378,51.2291051965378,51.2291051965378,0,0,0,0,0,49.66199606692378,99.32399213384755,99.32399213384755,0,0,49.846361833946894,99.69272366789377,99.69272366789377,0,12.493854468812149,12.493854468812149,24.987708937624298]",1,0.1864,0.05,-0.5,0,38.10971463,0.1889,TRUE,0,3,3,3,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,5,0,,,"[""return""]",[8.594600000143032],[null],55,85,0,,,"[{""time"":696.4954000000954,""reactionTime"":1},{""time"":697.056600000143,""reactionTime"":1},{""time"":697.8217000000477,""reactionTime"":0.38139999985696704},{""time"":698.6169000000954,""reactionTime"":1},{""time"":699.018100000143,""reactionTime"":0.997900000095342},{""time"":699.5869000000954,""reactionTime"":1},{""time"":700.3358000001907,""reactionTime"":1},{""time"":700.5269000000953,""reactionTime"":0.7534000000953256},{""time"":701.4922000000477,""reactionTime"":0.5737000000476655},{""time"":702.081100000143,""reactionTime"":1},{""time"":702.667600000143,""reactionTime"":1},{""time"":703.0782000000477,""reactionTime"":0.21299999999996544},{""time"":703.9505,""reactionTime"":0.23879999995233447},{""time"":704.5335,""reactionTime"":0.3801999998092924},{""time"":705.1185,""reactionTime"":1},{""time"":705.6913000001907,""reactionTime"":1},{""time"":706.4726000001431,""reactionTime"":1},{""time"":706.671600000143,""reactionTime"":0.7846000001430866},{""time"":707.2499000000954,""reactionTime"":1}]","[0.38139999985696704,0.997900000095342,0.7534000000953256,0.5737000000476655,0.21299999999996544,0.23879999995233447,0.3801999998092924,0.7846000001430866]","[1,1,1,1,1,1,0.38139999985696704,0.38139999985696704,0.38139999985696704,1,1,0.998950000047671,0.997900000095342,0.997900000095342,1,1,1,1,0.8767000000476628,0.8767000000476628,0.7534000000953256,0.5737000000476655,0.5737000000476655,0.5737000000476655,1,1,1,1,1,0.6064999999999827,0.21299999999996544,0.21299999999996544,0.23879999995233447,0.23879999995233447,0.23879999995233447,0.3801999998092924,0.3801999998092924,0.3801999998092924,1,1,1,1,1,1,1,0.8923000000715433,0.8923000000715433,0.7846000001430866,1,1]","[76.03244838178999,76.03244838178999,76.03244838178999,0,0,0.12905604131567827,0.25811208263135654,0.25811208263135654,0,0,0,0,15.154867248113712,15.154867248113712,30.309734496227424,52.39675514716859,52.39675514716859,52.39675514716859,0,0,0,0,0,48.3652900603263,96.7305801206526,96.7305801206526,93.5594886816369,93.5594886816369,93.5594886816369,76.1799410129925,76.1799410129925,76.1799410129925,0,0,0,0,0,0,0,13.237463115722237,13.237463115722237,26.474926231444474,0,0]",1,0.1864,0.05,-0.5,1,28.42152163,0.213,TRUE,0,4,4,4,1,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,66706a23c37c6099480f039d,66d895541319693e0a3a3141,66db1c8504a9fa4fe9ead5e6,2024-09-06_11h17.32.305,RewardEffortLearning_pilot7b,2023.1.3,Win32,6.540222368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,5,0,,,,,,60,60,0,,,"[{""time"":712.4014000000954,""reactionTime"":1},{""time"":713.3408000001907,""reactionTime"":1},{""time"":713.9291000001431,""reactionTime"":1},{""time"":714.3222000000477,""reactionTime"":1.5457000000477592},{""time"":715.2712000000477,""reactionTime"":0.3740999999046153},{""time"":716.4329000000954,""reactionTime"":1},{""time"":716.6208000001907,""reactionTime"":0.7578000001907412},{""time"":717.8613000001907,""reactionTime"":0.632600000143043},{""time"":718.8824000000953,""reactionTime"":0.6147000000477192},{""time"":719.492600000143,""reactionTime"":1},{""time"":720.2946000001431,""reactionTime"":0.608799999952339},{""time"":720.9057000000477,""reactionTime"":1},{""time"":721.5482000000477,""reactionTime"":0.43279999995229446},{""time"":722.1323000001908,""reactionTime"":1},{""time"":722.8965,""reactionTime"":0.57650000000001}]","[1.5457000000477592,0.3740999999046153,0.7578000001907412,0.632600000143043,0.6147000000477192,0.608799999952339,0.43279999995229446,0.57650000000001]","[1,1,1,1,1,1,1,1,1.2728500000238796,1.5457000000477592,1.5457000000477592,0.3740999999046153,0.3740999999046153,0.3740999999046153,1,0.8789000000953706,0.8789000000953706,0.7578000001907412,0.632600000143043,0.632600000143043,0.632600000143043,0.6147000000477192,0.6147000000477192,0.6147000000477192,1,1,1,0.608799999952339,0.608799999952339,0.608799999952339,1,1,1,0.43279999995229446,0.43279999995229446,0.43279999995229446,1,1,1,0.57650000000001]","[0,0,0,0,0,0,0,76.92969518010219,76.92969518010219,76.92969518010219,0,14.88446409578813,14.88446409578813,29.768928191576272,45.15732544153694,45.15732544153694,45.15732544153694,47.35742378128324,47.35742378128324,47.35742378128324,0,0,0,48.082595867608525,48.082595867608525,48.082595867608525,0,0,0,69.71484758455698,69.71484758455698,69.71484758455698,0,0,0,52.05260569389276]",1,0.1864,0.05,-0.5,1,27.03655905,0.3741,TRUE,0,5,5,5,1,,,,,,,,,,,,,,,,,,,
