--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,end_break.rt,end_break.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,return,5.7008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,"[""return""]",[26.17520000004768],[null],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,,,,2,2,-0.36,5.3601,13,TRUE,"[[0.08349999999998658,0.11590000009536539,0.08309999990464689,0.08340000009536652,0.08310000002384754,0.08319999992849603,0.10099999999999909,0.08250000000001023,0.08339999997616587,0.08329999995231674,0.08329999995231674,0.04970000004769304,0.06560000002383504]]",[0.04970000004769304],0.0497,"[0.08349999999998658,0.11590000009536539,0.08309999990464689,0.08340000009536652,0.08310000002384754,0.08319999992849603,0.10099999999999909,0.08250000000001023,0.08339999997616587,0.08329999995231674,0.08329999995231674,0.04970000004769304,0.06560000002383504]",0,0,0,0,1,25,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,,,,2,4,-0.22,6.4356,26,TRUE,"[[2.468100000023867,0.09979999995229605,0.08329999995231674,0.06679999995233743,0.06660000002383981,0.06720000004770554,0.08310000002384754,0.06640000009537061,0.0665000000000191,0.06740000009534697,0.06679999995233743,0.050199999928480565,0.049600000023843904,0.06639999997616997,0.06660000002383981,0.06710000002385641,0.08359999990463507,0.05039999997615041,0.06679999995230901,0.04980000007154217,0.06739999997614632,0.08339999997616587,0.08379999995230492,0.08320000004766825,0.08400000000000318,0.06610000002385163]]","[0.04970000004769304,0.049600000023843904]",0.0496,"[2.468100000023867,0.09979999995229605,0.08329999995231674,0.06679999995233743,0.06660000002383981,0.06720000004770554,0.08310000002384754,0.06640000009537061,0.0665000000000191,0.06740000009534697,0.06679999995233743,0.050199999928480565,0.049600000023843904,0.06639999997616997,0.06660000002383981,0.06710000002385641,0.08359999990463507,0.05039999997615041,0.06679999995230901,0.04980000007154217,0.06739999997614632,0.08339999997616587,0.08379999995230492,0.08320000004766825,0.08400000000000318,0.06610000002385163]",0,1,1,1,1,50,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,,,,2,6,0.05,9.0524,50,TRUE,"[[1.2687000000477155,0.08339999997616587,0.04960000002381548,0.049899999976162235,0.06640000009537061,0.08349999999995816,0.06620000004772919,0.04960000002381548,0.06639999997616997,0.06679999995230901,0.0668000000715665,0.049899999976162235,0.06660000002381139,0.06639999997616997,0.06649999999996226,0.06669999992845987,0.0665000000000191,0.05009999990465985,0.06729999995229718,0.08300000000002683,0.08340000009536652,0.08360000002386414,0.06679999995236585,0.0665000000000191,0.06679999995230901,0.0665000000000191,0.0665000000000191,0.06670000004771737,0.06660000002381139,0.06659999990461074,0.08360000002386414,0.08349999999995816,0.0665000000000191,0.083500000000015,0.08329999995231674,0.08310000002387596,0.08360000002386414,0.08330000007151739,0.08310000002387596,0.08339999997616587,0.06690000009535879,0.083500000000015,0.0665000000000191,0.06649999999996226,0.06539999997613677,0.06669999992851672,0.06670000004771737,0.049100000023827306,0.06639999997616997,0.0501000000238605]]","[0.04970000004769304,0.049600000023843904,0.049100000023827306]",0.0491,"[1.2687000000477155,0.08339999997616587,0.04960000002381548,0.049899999976162235,0.06640000009537061,0.08349999999995816,0.06620000004772919,0.04960000002381548,0.06639999997616997,0.06679999995230901,0.0668000000715665,0.049899999976162235,0.06660000002381139,0.06639999997616997,0.06649999999996226,0.06669999992845987,0.0665000000000191,0.05009999990465985,0.06729999995229718,0.08300000000002683,0.08340000009536652,0.08360000002386414,0.06679999995236585,0.0665000000000191,0.06679999995230901,0.0665000000000191,0.0665000000000191,0.06670000004771737,0.06660000002381139,0.06659999990461074,0.08360000002386414,0.08349999999995816,0.0665000000000191,0.083500000000015,0.08329999995231674,0.08310000002387596,0.08360000002386414,0.08330000007151739,0.08310000002387596,0.08339999997616587,0.06690000009535879,0.083500000000015,0.0665000000000191,0.06649999999996226,0.06539999997613677,0.06669999992851672,0.06670000004771737,0.049100000023827306,0.06639999997616997,0.0501000000238605]",0,2,2,2,1,100,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6676fab6295042ff191ead64,66d895541319693e0a3a3141,66db1c61c81e1c171fba7821,2024-09-06_11h15.26.211,RewardEffortLearning_pilot7b,2023.1.3,MacIntel,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[16.73530000007156],[null],"[{""time"":325.3566999999284,""reactionTime"":1},{""time"":325.8661999999284,""reactionTime"":1},{""time"":326.3661999999284,""reactionTime"":1},{""time"":326.8662999999523,""reactionTime"":1},{""time"":327.38289999997613,""reactionTime"":1},{""time"":327.883,""reactionTime"":1},{""time"":328.383,""reactionTime"":1},{""time"":328.883,""reactionTime"":1},{""time"":329.3831999999284,""reactionTime"":1},{""time"":329.88329999995227,""reactionTime"":1},{""time"":330.39969999992843,""reactionTime"":1},{""time"":330.91619999992844,""reactionTime"":1},{""time"":331.4166000000238,""reactionTime"":1},{""time"":331.9166000000238,""reactionTime"":1},{""time"":332.43319999992843,""reactionTime"":1},{""time"":332.94989999997614,""reactionTime"":1},{""time"":333.46649999999994,""reactionTime"":1},{""time"":333.9828999999761,""reactionTime"":1},{""time"":334.4831000000238,""reactionTime"":1},{""time"":334.98319999992844,""reactionTime"":1},{""time"":335.38289999997613,""reactionTime"":0.04970000004772146},{""time"":335.59979999995227,""reactionTime"":0.10010000002381503},{""time"":335.8166000000238,""reactionTime"":0.100200000047721},{""time"":336.0663999999761,""reactionTime"":0.13339999997617724},{""time"":336.2831000000238,""reactionTime"":0.10010000002387187},{""time"":336.4662999999523,""reactionTime"":0.0665000000000191},{""time"":336.6662999999523,""reactionTime"":0.0665000000000191},{""time"":336.8662999999523,""reactionTime"":0.08300000000002683},{""time"":337.0666999999284,""reactionTime"":0.08359999990460665},{""time"":337.28319999992846,""reactionTime"":0.10019999992852036},{""time"":337.4831000000238,""reactionTime"":0.049900000095362884},{""time"":337.7328999999761,""reactionTime"":0.09949999999997772},{""time"":338.38289999997613,""reactionTime"":1},{""time"":338.8831000000238,""reactionTime"":1},{""time"":339.3833999999761,""reactionTime"":1},{""time"":339.90029999995227,""reactionTime"":1},{""time"":340.41639999997614,""reactionTime"":1},{""time"":340.9164999999999,""reactionTime"":1},{""time"":341.34919999992843,""reactionTime"":3.482799999952306},{""time"":342.03329999995225,""reactionTime"":1},{""time"":342.5496000000238,""reactionTime"":1},{""time"":343.0496999999284,""reactionTime"":1},{""time"":343.5666000000238,""reactionTime"":1},{""time"":344.0666000000238,""reactionTime"":1},{""time"":344.5831000000238,""reactionTime"":1},{""time"":345.0831999999284,""reactionTime"":1}]","[0.04970000004772146,0.10010000002381503,0.100200000047721,0.13339999997617724,0.10010000002387187,0.0665000000000191,0.0665000000000191,0.08300000000002683,0.08359999990460665,0.10019999992852036,0.049900000095362884,0.09949999999997772,3.482799999952306]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5248500000238607,0.5248500000238607,0.5248500000238607,0.5248500000238607,0.5248500000238607,0.5248500000238607,0.5248500000238607,0.04970000004772146,0.04970000004772146,0.04970000004772146,0.04970000004772146,0.04970000004772146,0.04970000004772146,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.07490000003576824,0.08333333337308584,0.08333333337308584,0.08333333337308584,0.08333333337308584,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.10015000003576802,0.11123333334923775,0.11123333334923775,0.11123333334923775,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11680000001194912,0.11123333334925671,0.11123333334925671,0.11123333334925671,0.11675000000002456,0.11675000000002456,0.11675000000002456,0.11675000000002456,0.11675000000002456,0.11675000000002456,0.11675000000002456,0.11675000000002456,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.08330000001194549,0.08330000001194549,0.08330000001194549,0.08330000001194549,0.08330000001194549,0.08330000001194549,0.07770000000797002,0.07770000000797002,0.07770000000797002,0.07770000000797002,0.07770000000797002,0.07770000000797002,0.07770000000797002,0.0665000000000191,0.0665000000000191,0.0665000000000191,0.0665000000000191,0.0665000000000191,0.07200000000002167,0.07200000000002167,0.07200000000002167,0.07200000000002167,0.07200000000002167,0.07200000000002167,0.07475000000002296,0.07475000000002296,0.07475000000002296,0.07475000000002296,0.07475000000002296,0.07475000000002296,0.07769999996821753,0.07769999996821753,0.07769999996821753,0.07769999996821753,0.07769999996821753,0.07769999996821753,0.08329999995231674,0.08329999995231674,0.08329999995231674,0.08329999995231674,0.08329999995231674,0.08329999995231674,0.08329999995231674,0.08893333327771795,0.08893333327771795,0.08893333327771795,0.08893333327771795,0.08893333327771795,0.08893333327771795,0.0918999999165635,0.0918999999165635,0.0918999999165635,0.0918999999165635,0.0918999999165635,0.0918999999165635,0.0778999999761633,0.0778999999761633,0.0778999999761633,0.0778999999761633,0.0778999999761633,0.0778999999761633,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.07505000001194162,0.08320000000795365,0.08320000000795365,0.08320000000795365,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.0747000000476703,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,0.09949999999997772,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.241399999976153,2.241399999976153,2.241399999976153,2.241399999976153,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,3.482799999952306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9684509399564,49.9684509399564,49.9684509399564,49.9684509399564,49.9684509399564,49.9684509399564,49.9684509399564,99.9369018799128,99.9369018799128,99.9369018799128,99.9369018799128,99.9369018799128,99.9369018799128,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,97.28678094304476,96.3999018456077,96.3999018456077,96.3999018456077,96.3999018456077,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,94.63140182845515,93.46583938090573,93.46583938090573,93.46583938090573,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,92.88042906827025,93.46583938090373,93.46583938090373,93.46583938090373,92.88568724598882,92.88568724598882,92.88568724598882,92.88568724598882,92.88568724598882,92.88568724598882,92.88568724598882,92.88568724598882,94.64717636160785,94.64717636160785,94.64717636160785,94.64717636160785,94.64717636160785,94.64717636160785,96.40340729950834,96.40340729950834,96.40340729950834,96.40340729950834,96.40340729950834,96.40340729950834,96.99232306395422,96.99232306395422,96.99232306395422,96.99232306395422,96.99232306395422,96.99232306395422,96.99232306395422,98.17015459284596,98.17015459284596,98.17015459284596,98.17015459284596,98.17015459284596,97.59175518174695,97.59175518174695,97.59175518174695,97.59175518174695,97.59175518174695,97.59175518174695,97.30255547619745,97.30255547619745,97.30255547619745,97.30255547619745,97.30255547619745,97.30255547619745,96.99232306813474,96.99232306813474,96.99232306813474,96.99232306813474,96.99232306813474,96.99232306813474,96.40340730577911,96.40340730577911,96.40340730577911,96.40340730577911,96.40340730577911,96.40340730577911,96.40340730577911,95.81098609160912,95.81098609160912,95.81098609160912,95.81098609160912,95.81098609160912,95.81098609160912,95.49900095763923,95.49900095763923,95.49900095763923,95.49900095763923,95.49900095763923,95.49900095763923,96.97129036144099,96.97129036144099,96.97129036144099,96.97129036144099,96.97129036144099,96.97129036144099,97.27100641615685,97.27100641615685,97.27100641615685,97.27100641615685,97.27100641615685,97.27100641615685,97.27100641615685,97.27100641615685,97.27100641615685,96.4139236528572,96.4139236528572,96.4139236528572,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,97.30781364765123,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,94.69975812625793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.0491,0.05,-0.5,0,14.45791174,FALSE,75,0,0,0,0,1,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
