--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,return,71.9364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,"[""return""]",[130.79009999990467],[null],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,,,,2,2,-0.36,9.4677,13,TRUE,"[[0.7828999998569088,0.140099999904578,0.0936000001430557,0.056600000143021134,0.049700000047664616,0.03319999980931243,0.05000000000006821,0.0835999999045498,0.09320000004765916,0.08330000019077488,0.06700000000000728,0.08999999999991815,0.15660000014304387]]",[0.03319999980931243],0.0332,"[0.7828999998569088,0.140099999904578,0.0936000001430557,0.056600000143021134,0.049700000047664616,0.03319999980931243,0.05000000000006821,0.0835999999045498,0.09320000004765916,0.08330000019077488,0.06700000000000728,0.08999999999991815,0.15660000014304387]",0,0,0,0,1,25,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,,,,,2,-0.22,10.0058,24,FALSE,"[[1.691000000000031,0.16619999980923694,0.19330000019067484,0.07719999980918146,0.08350000000007185,0.07670000004759459,0.11660000014296656,0.1501000001430839,0.3833000001907294,0.026499999999941792,0.01659999990454253,0.033799999952407234,0.03329999995230537,0.06659999990472443,0.6828999998569998,1.1664000000953365,0.08299999999996999,0.08330000019077488,0.06629999995232083,0.01620000004766098,0.06679999995230901,0.056500000000028194,0.03350000000000364,0.016699999809247856]]","[0.03319999980931243,0.01620000004766098]",0.0162,"[1.691000000000031,0.16619999980923694,0.19330000019067484,0.07719999980918146,0.08350000000007185,0.07670000004759459,0.11660000014296656,0.1501000001430839,0.3833000001907294,0.026499999999941792,0.01659999990454253,0.033799999952407234,0.03329999995230537,0.06659999990472443,0.6828999998569998,1.1664000000953365,0.08299999999996999,0.08330000019077488,0.06629999995232083,0.01620000004766098,0.06679999995230901,0.056500000000028194,0.03350000000000364,0.016699999809247856]",0,1,1,1,1,50,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,,,,,2,0.05,10.3472,31,FALSE,"[[0.11679999995226353,0.08340000009536652,0.05029999995235812,0.03959999990468077,0.0330999999046071,0.03350000000000364,0.023100000143017496,0.07299999999997908,0.03360000014299658,0.21640000009529103,0.040400000095360156,0.04980000019077124,0.05000000000006821,0.016700000047649155,0.020499999999969987,0.016899999856946124,0.05610000014303296,0.03999999999996362,0.04379999995239814,0.1995000000000573,0.21640000009540472,0.33349999999995816,0.09970000004773283,0.016599999904656215,0.25009999990459164,0.2667999999522408,0.25,0.016200000047774665,0.010200000047689173,0.05009999990465985,0.07650000000001]]","[0.03319999980931243,0.01620000004766098,0.010200000047689173]",0.0102,"[0.11679999995226353,0.08340000009536652,0.05029999995235812,0.03959999990468077,0.0330999999046071,0.03350000000000364,0.023100000143017496,0.07299999999997908,0.03360000014299658,0.21640000009529103,0.040400000095360156,0.04980000019077124,0.05000000000006821,0.016700000047649155,0.020499999999969987,0.016899999856946124,0.05610000014303296,0.03999999999996362,0.04379999995239814,0.1995000000000573,0.21640000009540472,0.33349999999995816,0.09970000004773283,0.016599999904656215,0.25009999990459164,0.2667999999522408,0.25,0.016200000047774665,0.010200000047689173,0.05009999990465985,0.07650000000001]",0,2,2,2,1,100,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6404132ea192589b51692c4a,66d895541319693e0a3a3141,66db1c8de7a8ff02353aaa3a,2024-09-06_11h23.08.591,RewardEffortLearning_pilot7b,2023.1.3,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,"[""return""]",[244.269600000143],[null],"[{""time"":732.4983999998569,""reactionTime"":1},{""time"":733.0147999999522,""reactionTime"":1},{""time"":733.5312999999524,""reactionTime"":1},{""time"":734.0315999999045,""reactionTime"":1},{""time"":734.3643999998569,""reactionTime"":2.378399999857038},{""time"":734.881399999857,""reactionTime"":0.4332999999523963},{""time"":735.2310999999045,""reactionTime"":0.13329999995221442},{""time"":735.564399999857,""reactionTime"":0.18329999995239632},{""time"":735.9142999999522,""reactionTime"":0.25},{""time"":736.2477000000476,""reactionTime"":0.08330000019077488},{""time"":736.6307000000477,""reactionTime"":0.20010000014303841},{""time"":736.8977000000477,""reactionTime"":0.2169000000953929},{""time"":737.1637999999523,""reactionTime"":0.04979999995225626},{""time"":737.430399999857,""reactionTime"":0.09989999985691611},{""time"":737.6807999999523,""reactionTime"":0.15000000000009095},{""time"":737.8977000000477,""reactionTime"":0.16660000014326215},{""time"":738.1135999999046,""reactionTime"":0.016700000047649155},{""time"":738.2968999998568,""reactionTime"":0.0330999999046071},{""time"":738.4968999998569,""reactionTime"":0.032999999999901775},{""time"":738.6972999999523,""reactionTime"":0.06720000004770554},{""time"":739.3968999998569,""reactionTime"":0.25019999980941066},{""time"":739.9132000000477,""reactionTime"":1},{""time"":740.4297999999524,""reactionTime"":1},{""time"":741.2630999999046,""reactionTime"":1},{""time"":741.3295999999045,""reactionTime"":0.5664999999999054},{""time"":741.5962999999522,""reactionTime"":0.1834999999998672},{""time"":741.8463999998569,""reactionTime"":0.20009999990452343}]","[2.378399999857038,0.4332999999523963,0.13329999995221442,0.18329999995239632,0.25,0.08330000019077488,0.20010000014303841,0.2169000000953929,0.04979999995225626,0.09989999985691611,0.15000000000009095,0.16660000014326215,0.016700000047649155,0.0330999999046071,0.032999999999901775,0.06720000004770554,0.25019999980941066,0.5664999999999054,0.1834999999998672,0.20009999990452343]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,1.689199999928519,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,2.378399999857038,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.4332999999523963,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.28329999995230537,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.13329999995221442,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.15829999995230537,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.18329999995239632,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.21664999997619816,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.16665000009538744,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.08330000019077488,0.14170000016690665,0.14170000016690665,0.14170000016690665,0.14170000016690665,0.14170000016690665,0.14170000016690665,0.14170000016690665,0.14170000016690665,0.20010000014303841,0.20010000014303841,0.20010000014303841,0.20010000014303841,0.20010000014303841,0.20010000014303841,0.20010000014303841,0.20010000014303841,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.20850000011921566,0.2169000000953929,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.13335000002382458,0.04979999995225626,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.07484999990458618,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.12494999992850353,0.13883333333342307,0.13883333333342307,0.13883333333342307,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.15830000007167655,0.11110000006366742,0.11110000006366742,0.11110000006366742,0.11110000006366742,0.11110000006366742,0.09165000009545565,0.09165000009545565,0.09165000009545565,0.09165000009545565,0.09165000009545565,0.09165000009545565,0.0721333333651728,0.0721333333651728,0.0721333333651728,0.0721333333651728,0.0721333333651728,0.0721333333651728,0.0721333333651728,0.02489999997612813,0.02489999997612813,0.02489999997612813,0.02489999997612813,0.02489999997612813,0.027599999984052676,0.027599999984052676,0.027599999984052676,0.027599999984052676,0.027599999984052676,0.027599999984052676,0.027599999984052676,0.03304999995225444,0.03304999995225444,0.03304999995225444,0.03304999995225444,0.03304999995225444,0.04443333331740481,0.04443333331740481,0.04443333331740481,0.04443333331740481,0.04443333331740481,0.04443333331740481,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.05010000002380366,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.06720000004770554,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,0.25019999980941066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.7832499999999527,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.5833333333332575,0.3749999999998863,0.3749999999998863,0.3749999999998863,0.3749999999998863,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532,0.19179999995219532]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,57.253990712760924,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,72.40856739565828,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,87.56314407855564,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,85.03738129806509,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,82.51161851757453,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,79.1422509660077,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,75.77288341444084,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,84.19377651492866,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,92.61466961541647,86.71448776262343,86.71448776262343,86.71448776262343,86.71448776262343,86.71448776262343,86.71448776262343,86.71448776262343,86.71448776262343,80.8143059098304,80.8143059098304,80.8143059098304,80.8143059098304,80.8143059098304,80.8143059098304,80.8143059098304,80.8143059098304,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.96564961799548,79.11699332616058,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,87.55809254575986,95.99919176535916,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,93.46837746413297,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,88.40674884963194,87.00410857830556,87.00410857830556,87.00410857830556,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,85.03738128600496,89.80602141636294,89.80602141636294,89.80602141636294,89.80602141636294,89.80602141636294,91.77106485636585,91.77106485636585,91.77106485636585,91.77106485636585,91.77106485636585,91.77106485636585,93.74284367342214,93.74284367342214,93.74284367342214,93.74284367342214,93.74284367342214,93.74284367342214,93.74284367342214,98.5148514923068,98.5148514923068,98.5148514923068,98.5148514923068,98.5148514923068,98.2420691112142,98.2420691112142,98.2420691112142,98.2420691112142,98.2420691112142,98.2420691112142,98.2420691112142,97.69145282828185,97.69145282828185,97.69145282828185,97.69145282828185,97.69145282828185,96.54138883902151,96.54138883902151,96.54138883902151,96.54138883902151,96.54138883902151,96.54138883902151,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,95.96888260476491,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,94.24126086050084,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,75.75267733145233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,21.89836330677818,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,42.09604634136368,63.14406951204552,63.14406951204552,63.14406951204552,63.14406951204552,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119,81.65285917223119]",1,0.0102,0.05,-0.5,0,51.67319403,FALSE,75,0,0,0,0,1,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
