--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,end_break.rt,end_break.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"You reached the planet, you get 6 rubies!",You did not have enough fuel to reach the planet and missed 6 rubies!,stim/image6.png,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,54,0,,,"[""return"",""return""]","[0.4561000001431239,2.2578000001906275]","[0.0007999999522780854,null]",95,95,0,,,"[{""time"":1501.7439999999997,""reactionTime"":1},{""time"":1502.349299999952,""reactionTime"":1},{""time"":1502.9627000000473,""reactionTime"":1},{""time"":1503.5634999999997,""reactionTime"":1},{""time"":1504.1797999999521,""reactionTime"":1},{""time"":1505.401399999857,""reactionTime"":0.604699999809327},{""time"":1506.0065999999047,""reactionTime"":1},{""time"":1506.6053999998567,""reactionTime"":1},{""time"":1507.21,""reactionTime"":1},{""time"":1508.4242000000477,""reactionTime"":1},{""time"":1509.1335,""reactionTime"":1},{""time"":1509.7420999999044,""reactionTime"":1.913000000000011},{""time"":1510.9457999999522,""reactionTime"":0.6017000000479129},{""time"":1512.256399999857,""reactionTime"":1},{""time"":1512.8593999998566,""reactionTime"":1.2961999998092324},{""time"":1514.076799999952,""reactionTime"":0.6069000000952656},{""time"":1515.2792000000477,""reactionTime"":0.6060000000002219}]","[0.604699999809327,1.913000000000011,0.6017000000479129,1.2961999998092324,0.6069000000952656,0.6060000000002219]","[1,1,1,1,1,0.604699999809327,1,1,1,1,1,1.913000000000011,0.6017000000479129,1,1.2961999998092324,0.6069000000952656,0.6060000000002219]","[0,0,0,97.67729185668068,0,0,0,0,0,0,98.41858164196849,0,0,97.1336792335824,97.35606621033983]",1,0.5953,0.05,-0.5,5,26.03904126,0.6017,FALSE,0,26,26,26,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,54,0,,,,,,50,50,0,,,"[{""time"":1519.5728999998569,""reactionTime"":1},{""time"":1520.1807999999528,""reactionTime"":1},{""time"":1520.7897999999527,""reactionTime"":1},{""time"":1521.388200000048,""reactionTime"":1},{""time"":1521.9910999999047,""reactionTime"":1},{""time"":1522.6043999998574,""reactionTime"":1},{""time"":1523.245099999905,""reactionTime"":1},{""time"":1523.8628999998573,""reactionTime"":1},{""time"":1524.5858999998572,""reactionTime"":1},{""time"":1525.301200000048,""reactionTime"":1},{""time"":1525.9047000000478,""reactionTime"":1},{""time"":1526.6025000000004,""reactionTime"":1},{""time"":1527.843099999905,""reactionTime"":0.6140000000000327},{""time"":1528.452099999905,""reactionTime"":1},{""time"":1529.6738999998574,""reactionTime"":0.6181999998093488},{""time"":1530.8810000000003,""reactionTime"":0.6027000000476619},{""time"":1532.205099999905,""reactionTime"":0.7082000000477819},{""time"":1533.5075999999049,""reactionTime"":0.6030999999047708},{""time"":1534.7110000000002,""reactionTime"":0.6004000000953056},{""time"":1535.3112999999526,""reactionTime"":1},{""time"":1535.9223999998571,""reactionTime"":1},{""time"":1536.5180999999047,""reactionTime"":1},{""time"":1537.1137999999528,""reactionTime"":1}]","[0.6140000000000327,0.6181999998093488,0.6027000000476619,0.7082000000477819,0.6030999999047708,0.6004000000953056]","[1,1,1,1,1,1,1,1,1,1,1,1,0.6140000000000327,1,0.6181999998093488,0.6027000000476619,0.7082000000477819,0.6030999999047708,0.6004000000953056,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,95.37929329240902,0,94.34148755758815,98.17148502728332,72.10279217142462,98.07264641669235,98.73980722942926,0,0,0,0]",1,0.5953,0.05,-0.5,5,26.51464341,0.6004,FALSE,0,27,27,27,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,54,0,,,"[""return"",""return""]","[0.4715000000001055,4.503999999999905]","[0.0008999998567560397,0.0007999999525054591]",100,100,0,,,"[{""time"":1569.7637000000482,""reactionTime"":1},{""time"":1570.3608999998573,""reactionTime"":1},{""time"":1570.9548999998574,""reactionTime"":1},{""time"":1571.5535000000004,""reactionTime"":1},{""time"":1572.2440000000001,""reactionTime"":1},{""time"":1573.5587999999525,""reactionTime"":0.5957000000476},{""time"":1574.7617999999525,""reactionTime"":1},{""time"":1575.3678999998574,""reactionTime"":1.208099999904789},{""time"":1576.0567999999525,""reactionTime"":1},{""time"":1577.2640000000001,""reactionTime"":0.6059999999997672},{""time"":1577.8615999999047,""reactionTime"":1},{""time"":1579.0675999999048,""reactionTime"":1},{""time"":1579.6660999999049,""reactionTime"":1.1968999998571235},{""time"":1580.2773999998572,""reactionTime"":1},{""time"":1581.4852999999525,""reactionTime"":1},{""time"":1582.0790999999049,""reactionTime"":1.196200000047611},{""time"":1582.6967999999524,""reactionTime"":1}]","[0.5957000000476,1.208099999904789,0.6059999999997672,1.1968999998571235,1.196200000047611]","[1,1,1,1,1,0.5957000000476,1,1.208099999904789,1,0.6059999999997672,1,1,1.1968999998571235,1,1,1.196200000047611,1]","[0,0,0,99.90116133052896,0,0,0,97.3560662104522,0,0,0,0,0,0,0]",1,0.5953,0.05,-0.5,5,13.15048184,0.5957,FALSE,0,28,28,28,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"You reached the planet, you get 4 rubies!",You did not have enough fuel to reach the planet and missed 4 rubies!,stim/image4.png,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,1,58,0,,,,,,65,65,0,,,"[{""time"":1588.1042999999527,""reactionTime"":1},{""time"":1588.7063999998572,""reactionTime"":1},{""time"":1589.3225000000002,""reactionTime"":1},{""time"":1589.9448999998572,""reactionTime"":1},{""time"":1591.256899999857,""reactionTime"":0.6875999999047053},{""time"":1592.5542000000478,""reactionTime"":1},{""time"":1593.1542000000481,""reactionTime"":1},{""time"":1593.7592999999524,""reactionTime"":1},{""time"":1594.3745000000004,""reactionTime"":2.5037000000479566},{""time"":1595.653200000048,""reactionTime"":0.5929999999998472},{""time"":1596.2537999999527,""reactionTime"":1},{""time"":1597.5667999999528,""reactionTime"":1},{""time"":1598.1772999999525,""reactionTime"":1.3110000000001492},{""time"":1599.4077999999527,""reactionTime"":1},{""time"":1600.0110000000004,""reactionTime"":1},{""time"":1600.628599999905,""reactionTime"":1.8237000000476655}]","[0.6875999999047053,2.5037000000479566,0.5929999999998472,1.3110000000001492,1.8237000000476655]","[1,1,1,1,0.6875999999047053,1,1,1,2.5037000000479566,0.5929999999998472,1,1,1.3110000000001492,1,1,1.8237000000476655]","[0,0,77.19298247057058,0,0,0,0,100,0,0,0,0,0,0]",1,0.5953,0.05,-0.5,5,12.65664161,0.593,FALSE,0,29,29,29,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,7.8856,0.0009,0,0,0,0,1,1,trialTypes1.csv,2,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,58,0,,,"[""return"",""return""]","[0.4557999999524327,3.612500000000182]","[0.0009999999997489795,0.0007000000473453838]",35,35,0,,,"[{""time"":1664.9370000000004,""reactionTime"":1},{""time"":1665.5443999998574,""reactionTime"":1},{""time"":1666.150599999905,""reactionTime"":1},{""time"":1666.7622000000479,""reactionTime"":1},{""time"":1667.9833999998573,""reactionTime"":0.6195999999044943},{""time"":1669.1897999999528,""reactionTime"":0.6009000000954074},{""time"":1670.488099999905,""reactionTime"":1},{""time"":1671.0895999999047,""reactionTime"":1.198299999952269},{""time"":1672.5492000000481,""reactionTime"":0.7301000001430111},{""time"":1673.158099999905,""reactionTime"":1},{""time"":1674.3853999998573,""reactionTime"":0.6228999998570544},{""time"":1674.9912999999524,""reactionTime"":1},{""time"":1676.2198999998573,""reactionTime"":0.6105000000002292},{""time"":1677.6598999998573,""reactionTime"":0.7163999998570034}]","[0.6195999999044943,0.6009000000954074,1.198299999952269,0.7301000001430111,0.6228999998570544,0.6105000000002292,0.7163999998570034]","[1,1,1,1,0.6195999999044943,0.6009000000954074,1,1.198299999952269,0.7301000001430111,1,0.6228999998570544,1,0.6105000000002292,0.7163999998570034]","[0,0,93.46437348780414,98.05896803548961,0,0,66.31449627933354,0,92.65356268864964,0,95.70024570015346,69.68058971569782]",1,0.593,0.05,-0.5,5,42.98935299,0.6009,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"You reached the planet, you get 2 rubies!",You did not have enough fuel to reach the planet and missed 2 rubies!,stim/image2.png,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,60,0,,,,,,60,60,0,,,"[{""time"":1682.2242000000479,""reactionTime"":1},{""time"":1682.8228999998573,""reactionTime"":1},{""time"":1683.4253999998573,""reactionTime"":1},{""time"":1684.1373999998573,""reactionTime"":1},{""time"":1684.8250000000003,""reactionTime"":1},{""time"":1685.4252999999526,""reactionTime"":1},{""time"":1686.6525000000001,""reactionTime"":0.6027999999523672},{""time"":1687.8537000000479,""reactionTime"":0.5999000000952037},{""time"":1689.0833999998572,""reactionTime"":1},{""time"":1689.680599999905,""reactionTime"":1},{""time"":1690.2785000000003,""reactionTime"":1.8279999999999745},{""time"":1691.488599999905,""reactionTime"":1},{""time"":1692.0900999999049,""reactionTime"":1.202700000047571},{""time"":1692.6932999999526,""reactionTime"":1},{""time"":1693.9232999999526,""reactionTime"":0.6010000000001128},{""time"":1694.526200000048,""reactionTime"":1},{""time"":1695.1247999999528,""reactionTime"":1},{""time"":1695.8598999998571,""reactionTime"":1}]","[0.6027999999523672,0.5999000000952037,1.8279999999999745,1.202700000047571,0.6010000000001128]","[1,1,1,1,1,1,0.6027999999523672,0.5999000000952037,1,1,1.8279999999999745,1,1.202700000047571,1,0.6010000000001128,1,1,1]","[0,0,0,0,97.59213760380435,98.30466828123983,0,0,0,0,0,0,98.03439803433352,0,0,0]",1,0.593,0.05,-0.5,5,18.37070024,0.5999,FALSE,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,60,0,,,"[""return"",""return"",""return"",""return""]","[0.46649999999999636,0.9117000000474036,0.913499999999658,0.91470000004756]","[0.0008000001907930709,0.0009000000954983989,0.0007000000478001311,null]",95,95,0,,,"[{""time"":1731.1103999998572,""reactionTime"":1},{""time"":1731.707899999857,""reactionTime"":1},{""time"":1732.310200000048,""reactionTime"":1},{""time"":1732.917099999905,""reactionTime"":1},{""time"":1733.5387000000478,""reactionTime"":1},{""time"":1734.242700000048,""reactionTime"":3.7413000001906767},{""time"":1735.439599999905,""reactionTime"":1},{""time"":1736.077599999905,""reactionTime"":1.2360999999045816},{""time"":1736.6950999999049,""reactionTime"":1},{""time"":1737.9342999999526,""reactionTime"":0.6112000000475746},{""time"":1739.133700000048,""reactionTime"":0.6011000001431057},{""time"":1740.3502999999528,""reactionTime"":1},{""time"":1740.9492999999525,""reactionTime"":1.2189000000953456}]","[3.7413000001906767,1.2360999999045816,0.6112000000475746,0.6011000001431057,1.2189000000953456]","[1,1,1,1,1,3.7413000001906767,1,1.2360999999045816,1,0.6112000000475746,0.6011000001431057,1,1.2189000000953456]","[0,0,0,0,0,0,0,0,95.52825551653058,98.0098279746301,0,0]",1,0.593,0.05,-0.5,5,16.12817362,0.6011,FALSE,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,60,0,,,,,,60,60,0,,,"[{""time"":1745.462399999857,""reactionTime"":1},{""time"":1746.064099999905,""reactionTime"":1},{""time"":1746.6612000000478,""reactionTime"":1},{""time"":1747.8855000000003,""reactionTime"":0.6059000000955166},{""time"":1748.481099999905,""reactionTime"":1},{""time"":1749.0950000000003,""reactionTime"":1},{""time"":1749.720899999857,""reactionTime"":1},{""time"":1750.9287000000481,""reactionTime"":0.5992000000478583},{""time"":1752.133899999857,""reactionTime"":1},{""time"":1752.7375000000002,""reactionTime"":1.2107000000473818},{""time"":1753.9695000000002,""reactionTime"":0.617299999952138},{""time"":1755.2825000000003,""reactionTime"":0.7122000000476874},{""time"":1755.8750999999047,""reactionTime"":1},{""time"":1757.217599999905,""reactionTime"":0.6157000000475819},{""time"":1757.8372999999524,""reactionTime"":1}]","[0.6059000000955166,0.5992000000478583,1.2107000000473818,0.617299999952138,0.7122000000476874,0.6157000000475819]","[1,1,1,0.6059000000955166,1,1,1,0.5992000000478583,1,1.2107000000473818,0.617299999952138,0.7122000000476874,1,0.6157000000475819,1]","[0,96.83046680696204,0,0,0,98.4766584648627,0,0,94.02948404120843,70.71253070078738,0,94.4226044108781,0]",1,0.593,0.05,-0.5,5,34.95936496,0.5992,FALSE,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,61,0,,,"[""return"",""return"",""return""]","[0.46940000009544747,0.4714000000954002,8.634500000000116]","[0.0009000000954983989,0.0007999999525054591,0.0009000000954983989]",5,5,1,,,"[{""time"":1838.2870000000003,""reactionTime"":1},{""time"":1838.8897999999526,""reactionTime"":1},{""time"":1839.4872000000478,""reactionTime"":1},{""time"":1840.0830999999048,""reactionTime"":1},{""time"":1840.6772999999525,""reactionTime"":1},{""time"":1841.287200000048,""reactionTime"":1},{""time"":1842.508700000048,""reactionTime"":1},{""time"":1843.1165999999048,""reactionTime"":1},{""time"":1843.7125,""reactionTime"":1.821900000095411},{""time"":1844.9283999998574,""reactionTime"":0.5987999999524618},{""time"":1846.243399999857,""reactionTime"":0.6114999999999782},{""time"":1847.4438999998574,""reactionTime"":0.5912999999522981},{""time"":1848.0662999999527,""reactionTime"":1},{""time"":1849.2778999998573,""reactionTime"":1},{""time"":1849.9000999999048,""reactionTime"":1.2329999999997199},{""time"":1850.5123999998573,""reactionTime"":1},{""time"":1851.7250000000004,""reactionTime"":0.6047999999523199}]","[1.821900000095411,0.5987999999524618,0.6114999999999782,0.5912999999522981,1.2329999999997199,0.6047999999523199]","[1,1,1,1,1,1,1,1,1.821900000095411,0.5987999999524618,0.6114999999999782,0.5912999999522981,1,1,1.2329999999997199,1,0.6047999999523199]","[0,0,0,0,0,0,0,98.57493858658172,95.45454545451499,100,0,0,0,0,97.10073711241566]",1,0.593,0.05,-0.5,5,26.07534808,0.5913,FALSE,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,62,0,,,,,,15,15,1,,,"[{""time"":1857.1572000000479,""reactionTime"":1},{""time"":1858.3485,""reactionTime"":1},{""time"":1858.9692000000477,""reactionTime"":1.2214000000949454},{""time"":1859.6767999999524,""reactionTime"":1},{""time"":1860.8970000000004,""reactionTime"":1},{""time"":1861.4935000000005,""reactionTime"":1.2142999999523454},{""time"":1862.0990000000002,""reactionTime"":1},{""time"":1862.7102000000477,""reactionTime"":1},{""time"":1863.314599999905,""reactionTime"":1},{""time"":1864.5177999999528,""reactionTime"":1},{""time"":1865.115200000048,""reactionTime"":1.1901000001430475},{""time"":1865.7133999998573,""reactionTime"":1},{""time"":1866.9265000000005,""reactionTime"":0.6065000000003238},{""time"":1867.5292000000481,""reactionTime"":1}]","[1.2214000000949454,1.2142999999523454,1.1901000001430475,0.6065000000003238]","[1,1,1.2214000000949454,1,1,1.2142999999523454,1,1,1,1,1.1901000001430475,1,0.6065000000003238,1]","[0,0,0,0,0,0,0,0,0,0,0,96.28089061750633,0]",1,0.5913,0.05,-0.5,5,7.406222355,0.6065,FALSE,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,63,0,,,"[""return"",""return"",""return""]","[2.691099999904509,5.860999999999876,5.862900000095578]","[0.0009000000954983989,0.0007999999525054591,null]",55,55,1,,,"[{""time"":1897.4513999998571,""reactionTime"":1},{""time"":1898.0445000000004,""reactionTime"":1},{""time"":1898.6500999999048,""reactionTime"":1},{""time"":1899.371700000048,""reactionTime"":1},{""time"":1900.0047999999524,""reactionTime"":1},{""time"":1900.607399999857,""reactionTime"":1},{""time"":1901.2277000000481,""reactionTime"":1},{""time"":1902.5552999999527,""reactionTime"":1},{""time"":1903.1520999999047,""reactionTime"":1.3074999999998909},{""time"":1903.761399999857,""reactionTime"":1},{""time"":1905.0092000000482,""reactionTime"":1},{""time"":1905.6060000000002,""reactionTime"":1},{""time"":1906.2173999998572,""reactionTime"":1},{""time"":1906.8392999999528,""reactionTime"":1},{""time"":1907.4518999998572,""reactionTime"":3.0713999998570216},{""time"":1908.1527999999525,""reactionTime"":1},{""time"":1908.7557999999526,""reactionTime"":1},{""time"":1909.358700000048,""reactionTime"":1},{""time"":1909.9787000000479,""reactionTime"":1},{""time"":1910.596399999857,""reactionTime"":1},{""time"":1911.2100999999047,""reactionTime"":1},{""time"":1911.8223999998572,""reactionTime"":1},{""time"":1912.428099999905,""reactionTime"":1}]","[1.3074999999998909,3.0713999998570216]","[1,1,1,1,1,1,1,1,1.3074999999998909,1,1,1,1,1,3.0713999998570216,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.5913,0.05,-0.5,5,0,1,FALSE,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,64,0,,,,,,75,75,1,,,"[{""time"":1916.7422999999526,""reactionTime"":1},{""time"":1917.3430000000003,""reactionTime"":1},{""time"":1917.9497000000479,""reactionTime"":1},{""time"":1918.550599999905,""reactionTime"":1},{""time"":1919.1535000000003,""reactionTime"":1},{""time"":1920.3780000000002,""reactionTime"":0.617299999952138},{""time"":1920.9992999999527,""reactionTime"":1},{""time"":1922.213200000048,""reactionTime"":0.6179000000952328},{""time"":1923.4283999998574,""reactionTime"":0.5961999998094143},{""time"":1924.615700000048,""reactionTime"":0.5897000000477419},{""time"":1925.8182999999526,""reactionTime"":0.6080000000001746},{""time"":1927.0315999999048,""reactionTime"":1},{""time"":1927.626099999905,""reactionTime"":1.2087999999521344},{""time"":1928.8292999999526,""reactionTime"":0.6042999999522181},{""time"":1929.419200000048,""reactionTime"":1}]","[0.617299999952138,0.6179000000952328,0.5961999998094143,0.5897000000477419,0.6080000000001746,1.2087999999521344,0.6042999999522181]","[1,1,1,1,1,0.617299999952138,1,0.6179000000952328,0.5961999998094143,0.5897000000477419,0.6080000000001746,1,1.2087999999521344,0.6042999999522181,1]","[0,0,0,93.63836555008433,0,93.49155856622704,98.80107661939215,100,95.91387324543005,0,0,96.81918277504217,0]",1,0.5913,0.05,-0.5,6,44.51261975,0.5897,TRUE,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,65,0,,,"[""return"",""return""]","[0.47650000000021464,2.7296000001429093]","[null,null]",25,25,1,,,"[{""time"":1958.5773999998573,""reactionTime"":1},{""time"":1959.191200000048,""reactionTime"":1},{""time"":1959.8030000000003,""reactionTime"":1},{""time"":1961.0310000000004,""reactionTime"":0.6117000000476764},{""time"":1961.6477999999524,""reactionTime"":1},{""time"":1962.2558999998573,""reactionTime"":1},{""time"":1963.488099999905,""reactionTime"":0.6167000000477856},{""time"":1964.1042999999527,""reactionTime"":1},{""time"":1965.3232999999527,""reactionTime"":1},{""time"":1966.0542999999525,""reactionTime"":1},{""time"":1966.667399999857,""reactionTime"":1},{""time"":1967.301200000048,""reactionTime"":2.5816000001432258},{""time"":1967.9962999999525,""reactionTime"":1},{""time"":1969.2218999998572,""reactionTime"":1},{""time"":1969.8423999998572,""reactionTime"":1},{""time"":1970.468099999905,""reactionTime"":1.8605999999049345}]","[0.6117000000476764,0.6167000000477856,2.5816000001432258,1.8605999999049345]","[1,1,1,0.6117000000476764,1,1,0.6167000000477856,1,1,1,1,2.5816000001432258,1,1,1,1.8605999999049345]","[0,94.63806970448589,0,0,93.41944918274791,0,0,0,0,0,0,0,0,0]",1,0.5897,0.05,-0.5,6,13.43267992,0.6117,FALSE,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,
