--,prolific_id,study_id,session_id,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,main_start_keys_3.keys,main_start_keys_3.rt,main_start_keys_3.duration,trial_score_pract,total_score_pract,treshold_pract,trial_duration_pract,nr_of_incr_pract,threshold_reached,time_sequence,mintime_sequence_all,mintime_pract at t,rtArray,practicetrials.thisRepN,practicetrials.thisTrialN,practicetrials.thisN,practicetrials.thisIndex,practicetrials.ran,practPumps,effTresh,pract_img_keys.keys,pract_img_keys.rt,pract_img_keys.duration,reactionTimes_pract2,reactionTimesData_pract2,averageReactionTimesData_pract2,rtPercentageData_pract2,maxTime_pract2,minTime_pract2,maxPosBar_pract2,minPosBar_pract2,Accum points 2nd practice,percentage of bar reached_pract2,achieved_pract2,effLevel_pract2,practicetrials_2.thisRepN,practicetrials_2.thisTrialN,practicetrials_2.thisN,practicetrials_2.thisIndex,practicetrials_2.ran,Points,FeedbackText1,FeedbackText2,stimFile,effLevel,quiz_info_keys.keys,quiz_info_keys.rt,quiz_info_keys.duration,quizinfo.thisRepN,quizinfo.thisTrialN,quizinfo.thisN,quizinfo.thisIndex,quizinfo.ran,correct,response,quiz_score,next_quest.keys,next_quest.rt,next_quest.duration,instructionquiz.thisRepN,instructionquiz.thisTrialN,instructionquiz.thisN,instructionquiz.thisIndex,instructionquiz.ran,correctResp,question,resp1,resp2,resp3,main_start_keys.keys,main_start_keys.rt,main_start_keys.duration,rewRating,AnchorRewRating,AccuracyRewardRating,PossiblePointsSoFar,AccumulatedPointsSoFar,reward.response,reward.rt,login_reward.keys,login_reward.rt,login_reward.duration,effRating,AnchorEffRating,AccuracyEffortRating,slider.response,slider.rt,reactionTimes,reactionTimesData,averageReactionTimesData,rtPercentageData,maxTime,minTime,maxPosBar,minPosBar,Accum points main trials,percentage of bar reached,minimum RT on current trial,achieved,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,end_break.keys,end_break.rt,end_break.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,BlockNumber,TrialFile,TotalBlockNumber,bonusPayment,task_duration,end_key.keys,end_key.rt,end_key.duration,end.thisRepN,end.thisTrialN,end.thisN,end.thisIndex,end.ran
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"You reached the planet, you get 1 ruby!",You did not have enough fuel to reach the planet and missed 1 ruby!,stim/image1.png,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,5,0,,,"[""return"",""return""]","[0.5504000000953511,3.764600000142991]","[null,0.00039999985688154993]",90,90,0,,,"[{""time"":765.8395999999046,""reactionTime"":1},{""time"":766.5850999999046,""reactionTime"":1},{""time"":767.4643999998569,""reactionTime"":1},{""time"":768.2227000000477,""reactionTime"":1},{""time"":768.9415,""reactionTime"":1},{""time"":769.6835,""reactionTime"":1},{""time"":770.4285999999046,""reactionTime"":1},{""time"":771.1827999999522,""reactionTime"":1},{""time"":771.948,""reactionTime"":1},{""time"":772.688899999857,""reactionTime"":1},{""time"":773.4292999999521,""reactionTime"":1},{""time"":775.0380999999046,""reactionTime"":0.7429999999999382},{""time"":775.7737000000476,""reactionTime"":1},{""time"":776.6417000000475,""reactionTime"":1},{""time"":777.5037000000476,""reactionTime"":1},{""time"":779.006,""reactionTime"":0.7656000001431948},{""time"":780.5074999999998,""reactionTime"":1},{""time"":781.2570999999047,""reactionTime"":1.5030000000001564},{""time"":782.0112999999523,""reactionTime"":1},{""time"":783.5107999999522,""reactionTime"":1},{""time"":784.3720999999047,""reactionTime"":1}]","[0.7429999999999382,0.7656000001431948,1.5030000000001564]","[1,1,1,1,1,1,1,1,1,1,1,0.7429999999999382,1,1,1,0.7656000001431948,1,1.5030000000001564,1,1,1]","[0,0,0,0,0,0,0,0,0,95.46805347493314,0,0,0,87.07280825232844,0,0,0,0,0]",1,0.7308,0.05,-0.5,0,9.607413775,0.743,FALSE,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,5,0,,,,,,45,45,0,,,"[{""time"":788.6145999999045,""reactionTime"":1},{""time"":789.4612000000476,""reactionTime"":1},{""time"":790.2200999999046,""reactionTime"":1},{""time"":791.7285999999045,""reactionTime"":0.7515000000000782},{""time"":792.5820999999045,""reactionTime"":1},{""time"":793.3332999999521,""reactionTime"":1},{""time"":794.079399999857,""reactionTime"":1},{""time"":795.7215,""reactionTime"":0.889200000047822},{""time"":796.4788999998569,""reactionTime"":1},{""time"":798.0215,""reactionTime"":1},{""time"":798.7958999998569,""reactionTime"":1.5390999999046926},{""time"":799.5307999999521,""reactionTime"":1},{""time"":801.024899999857,""reactionTime"":0.7486999998093324}]","[0.7515000000000782,0.889200000047822,1.5390999999046926,0.7486999998093324]","[1,1,1,0.7515000000000782,1,1,1,0.889200000047822,1,1,1.5390999999046926,1,0.7486999998093324]","[0,92.31054976073038,0,0,0,41.158989573753225,0,0,0,0,93.35066870213069]",1,0.7308,0.05,-0.5,0,20.62001891,0.7487,FALSE,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,5,0,,,"[""return"",""return""]","[1.1237999999523254,3.2977999999523036]","[0.0007000000475727575,null]",20,20,0,,,"[{""time"":822.2959999999999,""reactionTime"":1},{""time"":823.0437000000476,""reactionTime"":1},{""time"":823.8037000000476,""reactionTime"":1},{""time"":824.5382999999523,""reactionTime"":1},{""time"":825.273,""reactionTime"":3.7164000000955184},{""time"":826.7548999998568,""reactionTime"":1},{""time"":827.4995,""reactionTime"":1.4915000000000873},{""time"":829.0098999998569,""reactionTime"":1},{""time"":829.7597999999522,""reactionTime"":1.5092000000477128},{""time"":831.3620999999047,""reactionTime"":1},{""time"":832.1082000000475,""reactionTime"":1.6152000000477074}]","[3.7164000000955184,1.4915000000000873,1.5092000000477128,1.6152000000477074]","[1,1,1,1,3.7164000000955184,1,1.4915000000000873,1,1.5092000000477128,1,1.6152000000477074]","[0,0,0,0,0,0,0,0,0,0]",1,0.7308,0.05,-0.5,0,0,1,FALSE,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"You reached the planet, you get 4 rubies!",You did not have enough fuel to reach the planet and missed 4 rubies!,stim/image4.png,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,9,0,,,,,,75,75,0,,,"[{""time"":836.5057000000476,""reactionTime"":1},{""time"":837.2397000000477,""reactionTime"":1},{""time"":838.0063999998569,""reactionTime"":1},{""time"":838.9527000000477,""reactionTime"":1},{""time"":840.175399999857,""reactionTime"":1},{""time"":841.4312999999523,""reactionTime"":1},{""time"":842.1549999999999,""reactionTime"":1},{""time"":842.9125999999045,""reactionTime"":1},{""time"":843.6472999999522,""reactionTime"":1},{""time"":844.8912000000477,""reactionTime"":1},{""time"":845.5077999999522,""reactionTime"":1},{""time"":846.1203999998569,""reactionTime"":1.8421999998092815},{""time"":847.3468999998569,""reactionTime"":1},{""time"":848.0657999999522,""reactionTime"":1},{""time"":848.6853999998569,""reactionTime"":1.9526999998092833},{""time"":849.917,""reactionTime"":1},{""time"":850.5247999999523,""reactionTime"":1},{""time"":851.1327000000475,""reactionTime"":1.8291000001429438},{""time"":851.7595,""reactionTime"":1},{""time"":852.3594999999999,""reactionTime"":1},{""time"":852.9650999999045,""reactionTime"":1},{""time"":853.5622000000477,""reactionTime"":1},{""time"":854.2545999999046,""reactionTime"":1}]","[1.8421999998092815,1.9526999998092833,1.8291000001429438]","[1,1,1,1,1,1,1,1,1,1,1,1.8421999998092815,1,1,1.9526999998092833,1,1,1.8291000001429438,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.7308,0.05,-0.5,0,0,1,FALSE,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,9,0,,,"[""return"",""return""]","[0.46309999990467077,9.172400000095422]","[null,null]",95,95,0,,,"[{""time"":884.4770999999045,""reactionTime"":1},{""time"":885.0822000000477,""reactionTime"":1},{""time"":885.6794999999998,""reactionTime"":1},{""time"":886.2840999999045,""reactionTime"":1},{""time"":887.5033999998569,""reactionTime"":1},{""time"":888.1050999999046,""reactionTime"":1},{""time"":888.7187999999522,""reactionTime"":1.8300999999046326},{""time"":889.3248999998569,""reactionTime"":1},{""time"":889.9407999999522,""reactionTime"":1},{""time"":891.1707000000475,""reactionTime"":1},{""time"":891.7917999999523,""reactionTime"":1},{""time"":892.3990999999045,""reactionTime"":1},{""time"":893.0074999999998,""reactionTime"":1},{""time"":893.6155,""reactionTime"":1},{""time"":894.2338999998568,""reactionTime"":3.67899999999986},{""time"":894.8497000000476,""reactionTime"":1},{""time"":896.0607000000476,""reactionTime"":1},{""time"":896.6804999999998,""reactionTime"":1.2347000000474964},{""time"":897.3935999999045,""reactionTime"":1}]","[1.8300999999046326,3.67899999999986,1.2347000000474964]","[1,1,1,1,1,1,1.8300999999046326,1,1,1,1,1,1,1,3.67899999999986,1,1,1.2347000000474964,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.7308,0.05,-0.5,0,0,1,FALSE,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,9,0,,,,,,90,90,0,,,"[{""time"":901.8013999998569,""reactionTime"":1},{""time"":903.0050999999045,""reactionTime"":1},{""time"":903.7048999998568,""reactionTime"":1},{""time"":904.3113999998569,""reactionTime"":1.922299999952429},{""time"":905.0067000000475,""reactionTime"":1},{""time"":905.6045999999045,""reactionTime"":1},{""time"":906.9212999999523,""reactionTime"":0.7104000000954329},{""time"":907.5267000000475,""reactionTime"":1},{""time"":908.1427000000475,""reactionTime"":1},{""time"":908.7573999998568,""reactionTime"":1},{""time"":909.9953999998569,""reactionTime"":1},{""time"":910.7115,""reactionTime"":1},{""time"":911.3105999999046,""reactionTime"":1.9455000000000382},{""time"":912.5408999998568,""reactionTime"":1}]","[1.922299999952429,0.7104000000954329,1.9455000000000382]","[1,1,1,1.922299999952429,1,1,0.7104000000954329,1,1,1,1,1,1.9455000000000382,1]","[0,0,0,0,0,100,0,0,0,0,0,0,0]",1,0.7308,0.05,-0.5,0,7.692307692,0.7104,FALSE,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"You reached the planet, you get 5 rubies!",You did not have enough fuel to reach the planet and missed 5 rubies!,stim/image5.png,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,14,0,,,"[""return"",""return"",""return""]","[0.015700000047672802,0.4586000001429511,0.45990000009533105]","[null,0.0006999998092851456,0.0004999999998744897]",15,15,0,,,"[{""time"":934.4032999999523,""reactionTime"":1},{""time"":935.006,""reactionTime"":1},{""time"":935.6047999999522,""reactionTime"":1},{""time"":936.2165999999046,""reactionTime"":1},{""time"":937.4300999999047,""reactionTime"":0.6055999999048254},{""time"":938.1362999999523,""reactionTime"":1},{""time"":939.3417999999523,""reactionTime"":1},{""time"":940.0477999999522,""reactionTime"":1},{""time"":940.7608999998569,""reactionTime"":1},{""time"":941.3603999998569,""reactionTime"":2.616399999856867},{""time"":942.0755999999045,""reactionTime"":1},{""time"":942.6747000000477,""reactionTime"":1},{""time"":943.3949999999999,""reactionTime"":1},{""time"":944.6342000000476,""reactionTime"":0.6071000001429638},{""time"":945.8485,""reactionTime"":0.6137000000476291},{""time"":946.4507000000475,""reactionTime"":1},{""time"":947.0512999999522,""reactionTime"":1}]","[0.6055999999048254,2.616399999856867,0.6071000001429638,0.6137000000476291]","[1,1,1,1,0.6055999999048254,1,1,1,1,2.616399999856867,1,1,1,0.6071000001429638,0.6137000000476291,1,1]","[0,0,100,0,0,0,0,0,0,0,0,100,100,0,0]",1,0.7104,0.05,-0.5,0,20,0.6056,FALSE,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,14,0,,,,,,65,65,0,,,"[{""time"":951.4140999999046,""reactionTime"":1},{""time"":952.0118999998568,""reactionTime"":1},{""time"":952.6258999998569,""reactionTime"":1},{""time"":953.329399999857,""reactionTime"":1},{""time"":954.0397999999522,""reactionTime"":1},{""time"":955.3512999999522,""reactionTime"":0.6024000000952583},{""time"":956.6032000000477,""reactionTime"":0.6212000000477929},{""time"":957.2157999999523,""reactionTime"":1},{""time"":957.9245,""reactionTime"":1},{""time"":959.1383999998569,""reactionTime"":0.6170999999046671},{""time"":959.7557999999523,""reactionTime"":1},{""time"":960.3803999998569,""reactionTime"":1},{""time"":961.09,""reactionTime"":1},{""time"":961.6937000000477,""reactionTime"":1},{""time"":962.3037999999523,""reactionTime"":1},{""time"":963.015,""reactionTime"":1},{""time"":963.7208999998569,""reactionTime"":1},{""time"":964.3179999999999,""reactionTime"":1},{""time"":964.9339999999999,""reactionTime"":1}]","[0.6024000000952583,0.6212000000477929,0.6170999999046671]","[1,1,1,1,1,0.6024000000952583,0.6212000000477929,1,1,0.6170999999046671,1,1,1,1,1,1,1,1,1]","[0,0,0,100,96.04462471115544,0,0,97.08417849972956,0,0,0,0,0,0,0,0,0]",1,0.6056,0.05,-0.5,0,17.24287078,0.6024,FALSE,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,14,0,,,"[""return"",""return""]","[0.468600000142942,7.311100000142915]","[0.0005000000001018634,null]",40,40,0,,,"[{""time"":986.917,""reactionTime"":1},{""time"":987.5147000000476,""reactionTime"":1},{""time"":988.1238999998569,""reactionTime"":1},{""time"":989.3257000000475,""reactionTime"":0.6003000001906003},{""time"":990.0352999999521,""reactionTime"":1},{""time"":991.2623999998569,""reactionTime"":1},{""time"":991.9725,""reactionTime"":1},{""time"":992.6055,""reactionTime"":1.9682999999524782},{""time"":993.206,""reactionTime"":1},{""time"":994.4254999999999,""reactionTime"":1},{""time"":995.0399999999998,""reactionTime"":1},{""time"":995.7585999999045,""reactionTime"":1.9382000000475728},{""time"":996.3747999999522,""reactionTime"":1},{""time"":996.9822000000476,""reactionTime"":1},{""time"":997.583899999857,""reactionTime"":1},{""time"":998.8095,""reactionTime"":0.6097000000477237}]","[0.6003000001906003,1.9682999999524782,1.9382000000475728,0.6097000000477237]","[1,1,1,0.6003000001906003,1,1,1,1.9682999999524782,1,1,1,1.9382000000475728,1,1,1,0.6097000000477237]","[0,100,0,0,0,0,0,0,0,0,0,0,0,98.16398391493601]",1,0.6024,0.05,-0.5,0,14.15457028,0.6003,FALSE,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"You reached the planet, you get 5 rubies!",You did not have enough fuel to reach the planet and missed 5 rubies!,stim/image5.png,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,19,0,,,,,,80,80,0,,,"[{""time"":1003.3647000000477,""reactionTime"":1},{""time"":1003.9830999999045,""reactionTime"":1},{""time"":1004.6997999999522,""reactionTime"":1},{""time"":1006.0257999999523,""reactionTime"":1},{""time"":1006.6322999999524,""reactionTime"":1.3255999999046253},{""time"":1007.843,""reactionTime"":1},{""time"":1008.4515,""reactionTime"":1.2161000001431148},{""time"":1009.675399999857,""reactionTime"":1},{""time"":1010.289399999857,""reactionTime"":1},{""time"":1010.8932999999523,""reactionTime"":1},{""time"":1011.5142000000477,""reactionTime"":1},{""time"":1012.1272999999522,""reactionTime"":3.0562000000477383},{""time"":1013.4415,""reactionTime"":1},{""time"":1014.0409999999998,""reactionTime"":1},{""time"":1014.6447999999522,""reactionTime"":1.8144999999999527},{""time"":1015.2533999998569,""reactionTime"":1}]","[1.3255999999046253,1.2161000001431148,3.0562000000477383,1.8144999999999527]","[1,1,1,1,1.3255999999046253,1,1.2161000001431148,1,1,1,1,3.0562000000477383,1,1,1.8144999999999527,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]",1,0.6003,0.05,-0.5,0,0,1,FALSE,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"You reached the planet, you get 5 rubies!",You did not have enough fuel to reach the planet and missed 5 rubies!,stim/image5.png,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,24,0,,,"[""return""]",[2.3407000000477183],[0.0007000000475727575],60,60,0,,,"[{""time"":1035.732,""reactionTime"":1},{""time"":1036.3424999999997,""reactionTime"":1},{""time"":1036.9693999998567,""reactionTime"":1},{""time"":1038.1948999998567,""reactionTime"":0.6189999999996871},{""time"":1039.3987000000475,""reactionTime"":1},{""time"":1040.0144999999998,""reactionTime"":1.215200000047389},{""time"":1040.622399999857,""reactionTime"":1},{""time"":1041.2297999999523,""reactionTime"":1},{""time"":1042.4532999999524,""reactionTime"":1},{""time"":1043.081899999857,""reactionTime"":1.2360999999045816},{""time"":1043.6905000000002,""reactionTime"":1},{""time"":1045.0140000000001,""reactionTime"":1},{""time"":1045.6373999998568,""reactionTime"":1},{""time"":1046.2578999998568,""reactionTime"":1},{""time"":1047.021899999857,""reactionTime"":2.623199999809458}]","[0.6189999999996871,1.215200000047389,1.2360999999045816,2.623199999809458]","[1,1,1,0.6189999999996871,1,1.215200000047389,1,1,1,1.2360999999045816,1,1,1,1,2.623199999809458]","[0,95.32149116387187,0,0,0,0,0,0,0,0,0,0,0]",1,0.6003,0.05,-0.5,0,7.332422397,0.619,FALSE,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,
Please be patient as the study loads,6547bf8012d4702680d55663,66d895541319693e0a3a3141,66db1c8970bf01cc20c4fece,2024-09-06_10h30.03.678,RewardEffortLearning_pilot7b,2023.1.3,Win32,2.406738869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"You reached the planet, but a space pirate already plundered all the rubies!",You did not have enough fuel to reach the planet and a space pirate already plundered all the rubies!,stim/None.png,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,24,0,,,,,,75,75,0,,,"[{""time"":1052.2857000000477,""reactionTime"":1},{""time"":1053.5307000000475,""reactionTime"":1},{""time"":1054.1667999999522,""reactionTime"":1.2545999999047126},{""time"":1055.5027000000478,""reactionTime"":0.7177000000478984},{""time"":1056.9560000000001,""reactionTime"":0.7332999999525782},{""time"":1057.5612000000474,""reactionTime"":1},{""time"":1058.8985999999045,""reactionTime"":1},{""time"":1059.5062999999523,""reactionTime"":1},{""time"":1060.1258999998568,""reactionTime"":1.9552999999523308},{""time"":1061.3547000000476,""reactionTime"":0.6080000000001746},{""time"":1061.976299999952,""reactionTime"":1},{""time"":1063.2030999999047,""reactionTime"":0.6235000000001492}]","[1.2545999999047126,0.7177000000478984,0.7332999999525782,1.9552999999523308,0.6080000000001746,0.6235000000001492]","[1,1,1.2545999999047126,0.7177000000478984,0.7332999999525782,1,1,1,1.9552999999523308,0.6080000000001746,1,0.6235000000001492]","[0,0,70.62797099992963,66.72504382651987,0,0,0,0,98.07355521309829,0,94.19564677993195]",1,0.6003,0.05,-0.5,0,29.96565607,0.608,FALSE,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,
